District,Type,A24,A5P,MH,SFA,SFD,GQ
CT58,Town,0,0,0,0,0,0
CT59,Metropolitan,0,1703,0,1216,5388,0
CT59,Rural,0,0,0,0,0,0
CT59,Town,0,0,0,0,0,0
CT60,Metropolitan,0,2705,0,171,2047,0
CT60,Rural,0,0,0,0,0,0
CT60,Town,0,0,0,0,0,0
CT61,Metropolitan,0,115,0,0,1400,0
CT61,Rural,0,0,0,0,0,0
CT61,Town,0,0,0,0,0,0
CT62,Metropolitan,0,0,0,0,831,0
CT62,Rural,0,0,0,0,0,0
CT62,Town,0,0,0,0,0,0
CT63,Metropolitan,0,0,0,0,472,0
CT63,Rural,0,0,0,0,0,0
CT63,Town,0,0,0,0,0,0
CT64,Metropolitan,0,1111,0,238,1873,0
CT64,Rural,0,0,0,0,0,0
CT64,Town,0,0,0,0,0,0
CT65,Metropolitan,0,466,0,676,1889,0
CT65,Rural,0,0,0,0,0,0
CT65,Town,0,0,0,0,0,0
CT66,Metropolitan,0,1092,0,605,841,0
CT66,Rural,0,0,0,0,0,0
CT66,Town,0,0,0,0,0,0
CT67,Metropolitan,0,0,0,0,524,0
CT67,Rural,0,0,0,0,0,0
CT67,Town,0,0,0,0,0,0
CT68,Metropolitan,0,1872,0,125,1039,0
CT68,Rural,0,0,0,0,0,0
CT68,Town,0,0,0,0,0,0
CT69,Metropolitan,0,1375,0,508,136,0
CT69,Rural,0,0,0,0,0,0
CT69,Town,0,0,0,0,0,0
CT70,Metropolitan,0,2177,0,88,337,0
CT70,Rural,0,0,0,0,0,0
CT70,Town,0,0,0,0,0,0
CT71,Metropolitan,0,0,0,0,98,0
CT71,Rural,0,0,0,0,0,0
CT71,Town,0,0,0,0,0,0
CT72,Metropolitan,0,0,0,0,2267,0
CT72,Rural,0,0,0,0,0,0
CT72,Town,0,0,0,0,0,0
CT73,Metropolitan,0,0,0,0,1804,0
CT73,Rural,0,0,0,0,0,0
CT73,Town,0,0,0,0,0,0
CT74,Metropolitan,0,0,0,354,727,0
CT74,Rural,0,0,0,0,0,0
CT74,Town,0,0,0,0,0,0
CT75,Metropolitan,0,279,0,0,1305,0
CT75,Rural,0,0,0,0,0,0
CT75,Town,0,0,0,0,0,0
CT76,Metropolitan,0,504,0,0,1113,0
CT76,Rural,0,0,0,0,0,0
CT76,Town,0,0,0,0,0,0
CT77,Metropolitan,0,0,0,0,1134,0
CT77,Rural,0,0,0,0,0,0
CT77,Town,0,0,0,0,0,0
CT78,Metropolitan,0,0,0,0,1502,0
CT78,Rural,0,0,0,0,0,0
CT78,Town,0,0,0,0,0,0
CT79,Metropolitan,0,0,0,0,1,0
CT79,Rural,0,0,0,0,0,0
CT79,Town,0,0,0,0,0,0
CT80,Metropolitan,0,0,0,0,1,0
CT80,Rural,0,0,0,0,0,0
CT80,Town,0,0,0,0,0,0
CT81,Metropolitan,0,339,0,186,1101,0
CT81,Rural,0,0,0,0,0,0
CT81,Town,0,0,0,0,0,0
CT82,Metropolitan,0,80,0,0,192,0
CT82,Rural,0,0,0,0,0,0
CT82,Town,0,0,0,0,0,0
CT83,Metropolitan,0,619,0,0,192,0
CT83,Rural,0,0,0,0,0,0
CT83,Town,0,0,0,0,0,0
CT84,Metropolitan,0,733,0,0,1404,0
CT84,Rural,0,0,0,0,0,0
CT84,Town,0,0,0,0,0,0
CT85,Metropolitan,0,0,0,0,475,0
CT85,Rural,0,0,0,0,0,0
CT85,Town,0,0,0,0,0,0
CT86,Metropolitan,0,0,0,391,3697,0
CT86,Rural,0,0,0,0,0,0
CT86,Town,0,0,0,0,0,0
CT87,Metropolitan,0,0,0,0,2563,0
CT87,Rural,0,0,0,0,0,0
CT87,Town,0,0,0,0,0,0
CT88,Metropolitan,0,546,0,703,1266,0
CT88,Rural,0,0,0,0,0,0
CT88,Town,0,0,0,0,0,0
CT89,Metropolitan,0,615,0,454,457,0
CT89,Rural,0,0,0,0,0,0
CT89,Town,0,0,0,0,0,0
CT90,Metropolitan,0,0,0,0,2102,0
CT90,Rural,0,0,0,0,0,0
CT90,Town,0,0,0,0,0,0
CT91,Metropolitan,0,0,0,0,449,0
CT91,Rural,0,0,0,0,0,0
CT91,Town,0,0,0,0,0,0
CT92,Metropolitan,0,533,0,0,472,0
CT92,Rural,0,0,0,0,0,0
CT92,Town,0,0,0,0,0,0
CT93,Metropolitan,0,0,0,0,1544,0
CT93,Rural,0,0,0,0,0,0
CT93,Town,0,0,0,0,0,0
CT94,Metropolitan,0,0,0,363,2133,0
CT94,Rural,0,0,0,0,0,0
CT94,Town,0,0,0,0,0,0
CT95,Metropolitan,0,0,0,0,978,0
CT95,Rural,0,0,0,0,0,0
CT95,Town,0,0,0,0,0,0
CT96,Metropolitan,0,0,0,0,121,0
CT96,Rural,0,0,0,0,0,0
CT96,Town,0,0,0,0,0,0
CT97,Metropolitan,0,354,0,0,1137,0
CT97,Rural,0,0,0,0,0,0
CT97,Town,0,0,0,0,0,0
CT98,Metropolitan,0,0,0,180,1195,0
CT98,Rural,0,0,0,0,0,0
CT98,Town,0,0,0,0,0,0
CT99,Metropolitan,0,0,0,0,2721,0
CT99,Rural,0,0,0,0,0,0
CT99,Town,0,0,0,0,0,0
CT100,Metropolitan,0,0,0,0,986,0
CT100,Rural,0,0,0,0,0,0
CT100,Town,0,0,0,0,0,0
CT101,Metropolitan,0,438,0,0,1066,0
CT101,Rural,0,0,0,0,0,0
CT101,Town,0,0,0,0,0,0
CT102,Metropolitan,0,323,0,0,2196,0
CT102,Rural,0,0,0,0,0,0
CT102,Town,0,0,0,0,0,0
CT103,Metropolitan,0,0,0,88,964,0
CT103,Rural,0,0,0,0,0,0
CT103,Town,0,0,0,0,0,0
CT104,Metropolitan,0,0,0,0,1,0
CT104,Rural,0,0,0,0,0,0
CT104,Town,0,0,0,0,0,0
CT105,Metropolitan,0,0,0,333,1781,0
CT105,Rural,0,0,0,0,0,0
CT105,Town,0,0,0,0,0,0
CT106,Metropolitan,0,0,0,0,1,0
CT106,Rural,0,0,0,0,0,0
CT106,Town,0,0,0,0,0,0
CT107,Metropolitan,0,0,0,0,1066,0
CT107,Rural,0,0,0,0,0,0
CT107,Town,0,0,0,0,0,0
CT108,Metropolitan,0,0,0,0,1,0
CT108,Rural,0,0,0,0,0,0
CT108,Town,0,0,0,0,0,0
CT109,Metropolitan,0,369,0,297,2075,0
CT109,Rural,0,0,0,0,0,0
CT109,Town,0,0,0,0,0,0
CT110,Metropolitan,0,0,0,0,1,0
CT110,Rural,0,0,0,0,0,0
CT110,Town,0,0,0,0,0,0
CT111,Metropolitan,0,683,0,228,535,0
CT111,Rural,0,0,0,0,0,0
CT111,Town,0,0,0,0,0,0
CT112,Metropolitan,0,138,0,0,1317,0
CT112,Rural,0,0,0,0,0,0
CT112,Town,0,0,0,0,0,0
CT113,Metropolitan,0,0,0,0,1959,0
CT113,Rural,0,0,0,0,0,0
CT113,Town,0,0,0,0,0,0
CT114,Metropolitan,0,0,0,0,1,0
CT114,Rural,0,0,0,0,0,0
CT114,Town,0,0,0,0,0,0
CT115,Metropolitan,0,0,0,0,1068,0
CT115,Rural,0,0,0,0,0,0
CT115,Town,0,0,0,0,0,0
CT116,Metropolitan,0,229,0,0,2041,0
CT116,Rural,0,0,0,0,0,0
CT116,Town,0,0,0,0,0,0
CT117,Metropolitan,0,0,0,0,804,0
CT117,Rural,0,0,0,0,0,0
CT117,Town,0,0,0,0,0,0
CT118,Metropolitan,0,0,0,0,1,0
CT118,Rural,0,0,0,0,0,0
CT118,Town,0,0,0,0,0,0
CT119,Metropolitan,0,0,0,0,1,0
CT119,Rural,0,0,0,0,0,0
CT119,Town,0,0,0,0,0,0
CT120,Metropolitan,0,0,0,0,1418,0
CT120,Rural,0,0,0,0,0,0
CT120,Town,0,0,0,0,0,0
CT121,Metropolitan,0,0,0,0,1,0
CT121,Rural,0,0,0,0,0,0
CT121,Town,0,0,0,0,0,0
CT122,Metropolitan,0,0,0,0,1,0
CT122,Rural,0,0,0,0,0,0
CT122,Town,0,0,0,0,0,0
CT123,Metropolitan,0,0,0,0,427,0
CT123,Rural,0,0,0,0,0,0
CT123,Town,0,0,0,0,0,0
CT124,Metropolitan,0,0,0,0,518,0
CT124,Rural,0,0,0,0,0,0
CT124,Town,0,0,0,0,0,0
CT125,Metropolitan,0,0,0,0,1,0
CT125,Rural,0,0,0,0,0,0
CT125,Town,0,0,0,0,0,0
CT126,Metropolitan,0,0,0,0,674,0
CT126,Rural,0,0,0,0,0,0
CT126,Town,0,0,0,0,0,0
CT127,Metropolitan,0,0,0,114,1290,0
CT127,Rural,0,0,0,0,0,0
CT127,Town,0,0,0,0,0,0
CT128,Metropolitan,0,0,0,97,8873,0
CT128,Rural,0,0,0,0,0,0
CT128,Town,0,0,0,0,0,0
CT129,Metropolitan,0,98,0,0,121,0
CT129,Rural,0,0,0,0,0,0
CT129,Town,0,0,0,0,0,0
CT130,Metropolitan,0,0,0,0,467,0
CT130,Rural,0,0,0,0,0,0
CT130,Town,0,0,0,0,0,0
CT131,Metropolitan,0,0,0,0,1,0
CT131,Rural,0,0,0,0,0,0
CT131,Town,0,0,0,0,0,0
CT132,Metropolitan,0,275,0,0,1682,0
CT132,Rural,0,0,0,0,0,0
CT132,Town,0,0,0,0,0,0
CT133,Metropolitan,0,0,0,0,1517,0
CT133,Rural,0,0,0,0,0,0
CT133,Town,0,0,0,0,0,0
CT134,Metropolitan,0,503,0,0,0,0
CT134,Rural,0,0,0,0,0,0
CT134,Town,0,0,0,0,0,0
CT135,Metropolitan,0,69,0,0,1164,0
CT135,Rural,0,0,0,0,0,0
CT135,Town,0,0,0,0,0,0
CT136,Metropolitan,0,0,0,0,1603,0
CT136,Rural,0,0,0,0,0,0
CT136,Town,0,0,0,0,0,0
CT137,Metropolitan,0,0,0,365,1689,0
CT137,Rural,0,0,0,0,0,0
CT137,Town,0,0,0,0,0,0
CT138,Metropolitan,0,0,0,0,1340,0
CT138,Rural,0,0,0,0,0,0
CT138,Town,0,0,0,0,0,0
CT139,Metropolitan,0,198,0,0,856,0
CT139,Rural,0,0,0,0,0,0
CT139,Town,0,0,0,0,0,0
CT140,Metropolitan,0,0,0,0,1,0
CT140,Rural,0,0,0,0,0,0
CT140,Town,0,0,0,0,0,0
CT141,Metropolitan,0,1003,0,0,0,0
CT141,Rural,0,0,0,0,0,0
CT141,Town,0,0,0,0,0,0
CT142,Metropolitan,0,772,0,0,1132,0
CT142,Rural,0,0,0,0,0,0
CT142,Town,0,0,0,0,0,0
CT143,Metropolitan,0,138,0,0,3304,0
CT143,Rural,0,0,0,0,0,0
CT143,Town,0,0,0,0,0,0
CT144,Metropolitan,0,888,0,248,3508,0
CT144,Rural,0,0,0,0,0,0
CT144,Town,0,0,0,0,0,0
CT145,Metropolitan,0,657,0,0,2258,0
CT145,Rural,0,0,0,0,0,0
CT145,Town,0,0,0,0,0,0
CT146,Metropolitan,0,171,0,238,7137,0
CT146,Rural,0,0,0,0,0,0
CT146,Town,0,0,0,0,0,0
CT147,Metropolitan,0,0,0,0,1137,0
CT147,Rural,0,0,0,0,0,0
CT147,Town,0,0,0,0,0,0
CT148,Metropolitan,0,0,0,173,1379,0
CT148,Rural,0,0,0,0,0,0
CT148,Town,0,0,0,0,0,0
CT149,Metropolitan,0,0,0,0,2625,0
CT149,Rural,0,0,0,0,0,0
CT149,Town,0,0,0,0,0,0
CT150,Metropolitan,0,0,0,228,1931,0
CT150,Rural,0,0,0,0,0,0
CT150,Town,0,0,0,0,0,0
CT151,Metropolitan,0,0,0,0,955,0
CT151,Rural,0,0,0,0,0,0
CT151,Town,0,0,0,0,0,0
CT152,Metropolitan,0,0,0,0,950,0
CT152,Rural,0,0,0,0,0,0
CT152,Town,0,0,0,0,0,0
CT153,Metropolitan,0,249,0,457,2897,0
CT153,Rural,0,0,0,0,0,0
CT153,Town,0,0,0,0,0,0
CT154,Metropolitan,0,0,0,375,732,0
CT154,Rural,0,0,0,0,0,0
CT154,Town,0,0,0,0,0,0
CT155,Metropolitan,0,0,0,0,1,0
CT155,Rural,0,0,0,0,0,0
CT155,Town,0,0,0,0,0,0
CT156,Metropolitan,0,746,0,0,978,0
CT156,Rural,0,0,0,0,0,0
CT156,Town,0,0,0,0,0,0
CT157,Metropolitan,0,0,0,0,2203,0
CT157,Rural,0,0,0,0,0,0
CT157,Town,0,0,0,0,0,0
CT158,Metropolitan,0,386,0,0,1034,0
CT158,Rural,0,0,0,0,0,0
CT158,Town,0,0,0,0,0,0
CT159,Metropolitan,0,0,0,0,1725,0
CT159,Rural,0,0,0,0,0,0
CT159,Town,0,0,0,0,0,0
CT160,Metropolitan,0,0,0,0,1,0
CT160,Rural,0,0,0,0,0,0
CT160,Town,0,0,0,0,0,0
CT161,Metropolitan,0,0,0,0,271,0
CT161,Rural,0,0,0,0,0,0
CT161,Town,0,0,0,0,0,0
CT162,Metropolitan,0,0,0,0,122,0
CT162,Rural,0,0,0,0,0,0
CT162,Town,0,0,0,0,0,0
CT163,Metropolitan,0,0,0,0,1,0
CT163,Rural,0,0,0,0,0,0
CT163,Town,0,0,0,0,0,0
CT164,Metropolitan,0,0,0,0,1,0
CT164,Rural,0,0,0,0,0,0
CT164,Town,0,0,0,0,0,0
CT165,Metropolitan,0,0,0,0,1,0
CT165,Rural,0,0,0,0,0,0
CT165,Town,0,0,0,0,0,0
CT166,Metropolitan,0,0,0,176,653,0
CT166,Rural,0,0,0,0,0,0
CT166,Town,0,0,0,0,0,0
CT167,Metropolitan,0,0,0,0,176,0
CT167,Rural,0,0,0,0,0,0
CT167,Town,0,0,0,0,0,0
CT168,Metropolitan,0,1872,0,0,2033,0
CT168,Rural,0,0,0,0,0,0
CT168,Town,0,0,0,0,0,0
CT169,Metropolitan,0,0,0,191,0,0
CT169,Rural,0,0,0,0,0,0
CT169,Town,0,0,0,0,0,0
CT170,Metropolitan,0,0,0,0,1,0
CT170,Rural,0,0,0,0,0,0
CT170,Town,0,0,0,0,0,0
CT171,Metropolitan,0,0,0,0,637,0
CT171,Rural,0,0,0,0,0,0
CT171,Town,0,0,0,0,0,0
CT172,Metropolitan,0,0,0,0,299,0
CT172,Rural,0,0,0,0,0,0
CT172,Town,0,0,0,0,0,0
CT173,Metropolitan,0,0,0,0,891,0
CT173,Rural,0,0,0,0,0,0
CT173,Town,0,0,0,0,0,0
CT174,Metropolitan,0,0,0,351,226,0
CT174,Rural,0,0,0,0,0,0
CT174,Town,0,0,0,0,0,0
CT175,Metropolitan,0,0,0,0,120,0
CT175,Rural,0,0,0,0,0,0
CT175,Town,0,0,0,0,0,0
CT176,Metropolitan,0,0,0,0,884,0
CT176,Rural,0,0,0,0,0,0
CT176,Town,0,0,0,0,0,0
CT177,Metropolitan,0,0,0,0,311,0
CT177,Rural,0,0,0,0,0,0
CT177,Town,0,0,0,0,0,0
CT178,Metropolitan,0,0,0,0,1,0
CT178,Rural,0,0,0,0,0,0
CT178,Town,0,0,0,0,0,0
CT179,Metropolitan,0,0,0,0,1,0
CT179,Rural,0,0,0,0,0,0
CT179,Town,0,0,0,0,0,0
CT180,Metropolitan,0,0,0,0,269,0
CT180,Rural,0,0,0,0,0,0
CT180,Town,0,0,0,0,0,0
CT181,Metropolitan,0,0,0,0,62,0
CT181,Rural,0,0,0,0,0,0
CT181,Town,0,0,0,0,0,0
CT182,Metropolitan,0,0,0,0,117,0
CT182,Rural,0,0,0,0,0,0
CT182,Town,0,0,0,0,0,0
CT183,Metropolitan,0,0,0,0,329,0
CT183,Rural,0,0,0,0,0,0
CT183,Town,0,0,0,0,0,0
CT184,Metropolitan,0,0,0,0,1,0
CT184,Rural,0,0,0,0,0,0
CT184,Town,0,0,0,0,0,0
CT185,Metropolitan,0,0,0,125,0,0
CT185,Rural,0,0,0,0,0,0
CT185,Town,0,0,0,0,0,0
CT186,Metropolitan,0,0,0,0,1,0
CT186,Rural,0,0,0,0,0,0
CT186,Town,0,0,0,0,0,0
CT187,Metropolitan,0,0,0,0,294,0
CT187,Rural,0,0,0,0,0,0
CT187,Town,0,0,0,0,0,0
CT188,Metropolitan,0,0,0,354,1369,0
CT188,Rural,0,0,0,0,0,0
CT188,Town,0,0,0,0,0,0
CT189,Metropolitan,0,0,0,0,1622,0
CT189,Rural,0,0,0,0,0,0
CT189,Town,0,0,0,0,0,0
CT190,Metropolitan,0,503,0,0,982,0
CT190,Rural,0,0,0,0,0,0
CT190,Town,0,0,0,0,0,0
CT191,Metropolitan,0,525,0,156,617,0
CT191,Rural,0,0,0,0,0,0
CT191,Town,0,0,0,0,0,0
CT192,Metropolitan,0,576,0,0,1520,0
CT192,Rural,0,0,0,0,0,0
CT192,Town,0,0,0,0,0,0
CT193,Metropolitan,0,137,0,130,2490,0
CT193,Rural,0,0,0,0,0,0
CT193,Town,0,0,0,0,0,0
CT194,Metropolitan,0,0,0,354,921,0
CT194,Rural,0,0,0,0,0,0
CT194,Town,0,0,0,0,0,0
CT195,Metropolitan,0,709,0,0,217,0
CT195,Rural,0,0,0,0,0,0
CT195,Town,0,0,0,0,0,0
CT196,Metropolitan,0,0,0,0,1,0
CT196,Rural,0,0,0,0,0,0
CT196,Town,0,0,0,0,0,0
CT197,Metropolitan,0,1830,0,339,1355,0
CT197,Rural,0,0,0,0,0,0
CT197,Town,0,0,0,0,0,0
CT198,Metropolitan,0,0,0,0,1,0
CT198,Rural,0,0,0,0,0,0
CT198,Town,0,0,0,0,0,0
CT199,Metropolitan,0,0,0,0,934,0
CT199,Rural,0,0,0,0,0,0
CT199,Town,0,0,0,0,0,0
CT200,Metropolitan,0,1493,175,207,3204,0
CT200,Rural,0,0,0,0,0,0
CT200,Town,0,0,0,0,0,0
CT201,Metropolitan,0,114,0,0,61,0
CT201,Rural,0,0,0,0,0,0
CT201,Town,0,0,0,0,0,0
CT202,Metropolitan,0,0,0,0,325,0
CT202,Rural,0,0,0,0,0,0
CT202,Town,0,0,0,0,0,0
CT203,Metropolitan,0,0,0,0,1,0
CT203,Rural,0,0,0,0,0,0
CT203,Town,0,0,0,0,0,0
CT204,Metropolitan,0,0,0,107,1536,0
CT204,Rural,0,0,0,0,0,0
CT204,Town,0,0,0,0,0,0
CT205,Metropolitan,0,0,0,0,825,0
CT205,Rural,0,0,0,0,0,0
CT205,Town,0,0,0,0,0,0
CT206,Metropolitan,0,0,0,0,641,0
CT206,Rural,0,0,0,0,0,0
CT206,Town,0,0,0,0,0,0
CT207,Metropolitan,0,1923,0,312,1947,0
CT207,Rural,0,0,0,0,0,0
CT207,Town,0,0,0,0,0,0
CT208,Metropolitan,0,238,0,0,576,0
CT208,Rural,0,0,0,0,0,0
CT208,Town,0,0,0,0,0,0
CT209,Metropolitan,0,443,0,0,378,0
CT209,Rural,0,0,0,0,0,0
CT209,Town,0,0,0,0,0,0
CT210,Metropolitan,0,558,0,488,7259,0
CT210,Rural,0,0,0,0,0,0
CT210,Town,0,0,0,0,0,0
CT211,Metropolitan,0,0,0,0,1,0
CT211,Rural,0,0,0,0,0,0
CT211,Town,0,0,0,0,0,0
CT212,Metropolitan,0,518,0,0,1258,0
CT212,Rural,0,0,0,0,0,0
CT212,Town,0,0,0,0,0,0
CT213,Metropolitan,0,0,0,0,751,0
CT213,Rural,0,0,0,0,0,0
CT213,Town,0,0,0,0,0,0
CT214,Metropolitan,0,692,0,0,527,0
CT214,Rural,0,0,0,0,0,0
CT214,Town,0,0,0,0,0,0
CT215,Metropolitan,0,539,0,442,3792,0
CT215,Rural,0,0,0,0,0,0
CT215,Town,0,0,0,0,0,0
CT216,Metropolitan,0,1033,0,0,2522,0
CT216,Rural,0,0,0,0,0,0
CT216,Town,0,0,0,0,0,0
CT217,Metropolitan,0,606,0,0,0,0
CT217,Rural,0,0,0,0,0,0
CT217,Town,0,0,0,0,0,0
CT218,Metropolitan,0,0,0,0,1469,0
CT218,Rural,0,0,0,0,0,0
CT218,Town,0,0,0,0,0,0
CT219,Metropolitan,0,725,0,0,3220,0
CT219,Rural,0,0,0,0,0,0
CT219,Town,0,0,0,0,0,0
CT220,Metropolitan,0,0,0,0,4173,0
CT220,Rural,0,0,0,0,0,0
CT220,Town,0,0,0,0,0,0
CT221,Metropolitan,0,1166,0,662,6713,0
CT221,Rural,0,0,0,0,0,0
CT221,Town,0,0,0,0,0,0
CT222,Metropolitan,0,1038,0,556,2654,0
CT222,Rural,0,0,0,0,0,0
CT222,Town,0,0,0,0,0,0
CT223,Metropolitan,0,1421,0,0,5781,0
