District,Type,A24,A5P,MH,SFA,SFD,GQ
CT194,Metropolitan,0,1298,0,0,2292,0
CT194,Metropolitan,0,0,0,0,3158,0
CT195,Metropolitan,0,0,0,0,0,0
CT195,Metropolitan,0,0,0,0,0,0
CT195,Metropolitan,0,1625,0,0,1607,0
CT196,Metropolitan,0,0,0,0,3312,0
CT196,Metropolitan,0,0,0,622,9325,0
CT196,Metropolitan,0,0,0,320,8032,0
CT197,Metropolitan,0,0,0,407,8316,0
CT197,Metropolitan,0,0,0,0,0,0
CT197,Metropolitan,0,790,0,708,7164,0
CT198,Metropolitan,0,0,0,0,0,0
CT198,Metropolitan,0,349,0,0,2227,0
CT198,Metropolitan,0,0,0,0,0,0
CT199,Metropolitan,0,1303,0,781,3696,0
CT199,Metropolitan,0,871,0,1250,1363,0
CT199,Metropolitan,0,0,0,0,1142,0
CT200,Metropolitan,0,0,0,0,0,0
CT200,Metropolitan,0,0,0,0,0,0
CT200,Metropolitan,0,0,0,540,2534,0
CT201,Metropolitan,0,0,0,0,0,0
CT201,Metropolitan,0,0,0,0,0,0
CT201,Metropolitan,0,1289,0,0,11197,0
CT202,Metropolitan,0,0,0,0,4890,0
CT202,Metropolitan,0,0,0,0,176,0
CT202,Metropolitan,0,630,0,1625,5071,0
CT203,Metropolitan,0,0,0,0,1386,0
CT203,Metropolitan,0,0,0,0,0,0
CT203,Metropolitan,0,1255,0,400,1709,0
CT204,Metropolitan,0,0,0,353,4957,0
CT204,Metropolitan,0,781,0,781,1444,0
CT204,Metropolitan,0,0,0,1428,14195,0
CT205,Metropolitan,0,0,0,743,10276,0
CT205,Metropolitan,0,1634,0,564,25968,0
CT205,Metropolitan,0,0,0,1008,3133,0
CT206,Metropolitan,0,349,0,448,9036,0
CT206,Metropolitan,0,0,0,0,6167,0
CT206,Metropolitan,0,0,0,0,0,0
CT207,Metropolitan,0,0,0,361,2237,0
CT207,Metropolitan,0,691,0,0,0,0
CT207,Metropolitan,0,0,0,0,0,0
CT208,Metropolitan,0,2129,0,762,1567,0
CT208,Metropolitan,0,781,0,0,896,0
CT208,Metropolitan,0,694,0,0,0,0
CT209,Metropolitan,0,1888,0,202,4614,0
CT209,Metropolitan,0,0,0,353,10404,0
CT209,Metropolitan,0,2486,0,0,2845,0
CT210,Metropolitan,0,0,0,0,0,0
CT210,Metropolitan,0,912,0,0,1072,0
CT210,Metropolitan,0,0,0,0,8532,0
CT211,Metropolitan,0,0,0,227,1405,0
CT211,Metropolitan,0,0,0,688,3068,0
CT211,Metropolitan,0,1418,0,317,12602,0
CT212,Metropolitan,0,1111,0,550,16700,0
CT212,Metropolitan,0,0,0,979,26221,0
CT212,Metropolitan,0,857,340,2377,61252,0
CT213,Metropolitan,0,314,0,0,4234,0
CT213,Metropolitan,0,0,0,182,257,0
CT213,Metropolitan,0,0,0,1106,13782,0
CT214,Metropolitan,0,317,0,0,5891,0
CT214,Metropolitan,0,0,0,0,179,0
CT214,Metropolitan,0,0,3024,0,10860,0
CT215,Metropolitan,0,3545,0,247,9373,0
CT215,Metropolitan,0,0,0,0,7315,0
CT215,Metropolitan,0,631,0,0,1452,0
CT216,Metropolitan,0,1265,0,0,1252,0
CT216,Metropolitan,0,0,0,0,346,0
CT216,Metropolitan,0,324,0,1884,2335,0
CT217,Metropolitan,0,0,0,0,2819,0
CT217,Metropolitan,0,0,0,634,1603,0
CT217,Metropolitan,0,0,0,0,3694,0
CT218,Metropolitan,0,0,0,0,784,0
CT218,Metropolitan,0,0,0,0,6976,0
CT218,Metropolitan,0,0,0,0,2141,0
CT219,Metropolitan,0,0,0,0,841,0
CT219,Metropolitan,0,0,0,0,5779,0
CT219,Metropolitan,0,0,0,0,2502,0
CT220,Metropolitan,0,0,0,0,4042,0
CT220,Metropolitan,0,0,0,0,7373,0
CT220,Metropolitan,0,931,0,0,2705,0
CT221,Metropolitan,0,0,0,559,2893,0
CT221,Metropolitan,0,492,0,0,1283,0
CT221,Metropolitan,0,1702,457,439,1484,0
CT222,Metropolitan,0,0,0,0,1459,0
CT222,Metropolitan,0,1085,0,0,3002,0
CT222,Metropolitan,0,0,1350,0,5808,0
CT223,Metropolitan,0,0,0,0,2183,0
CT223,Metropolitan,0,0,0,0,916,0
CT223,Metropolitan,0,320,0,448,2490,0
CT224,Metropolitan,0,0,0,0,3914,0
CT224,Metropolitan,0,0,0,838,3948,0
CT224,Metropolitan,0,0,0,1050,3569,0
CT225,Metropolitan,0,0,0,0,1673,0
CT225,Metropolitan,0,0,0,0,2832,0
CT225,Metropolitan,0,761,0,0,11686,0
CT226,Metropolitan,0,3709,518,313,7332,0
CT226,Metropolitan,0,1225,0,0,2435,0
CT226,Metropolitan,0,0,0,0,697,0
CT227,Metropolitan,0,0,0,0,4579,0
CT227,Metropolitan,0,434,0,732,13481,0
CT227,Metropolitan,0,0,457,0,13261,0
CT228,Metropolitan,0,0,1008,334,4249,0
CT228,Metropolitan,0,611,678,1606,18215,0
CT228,Metropolitan,0,2579,0,1031,3222,0
CT229,Metropolitan,0,457,0,0,3372,0
CT229,Metropolitan,0,3712,0,346,5824,0
CT229,Metropolitan,0,1830,0,0,3938,0
CT230,Metropolitan,0,662,0,415,3613,0
CT230,Metropolitan,0,2455,710,512,6094,0
CT230,Metropolitan,0,3065,816,1970,10082,0
CT231,Metropolitan,0,512,0,1069,10282,0
CT231,Metropolitan,0,1856,0,378,8786,0
CT231,Metropolitan,0,1433,0,835,656,0
CT232,Metropolitan,0,294,0,576,3920,0
CT232,Metropolitan,0,428,0,242,1661,0
CT232,Metropolitan,0,3802,0,553,4486,0
CT233,Metropolitan,0,5424,646,4985,38713,0
CT233,Metropolitan,0,0,0,0,7709,0
CT233,Metropolitan,0,448,0,448,4009,0
CT234,Metropolitan,0,4093,0,762,2713,0
CT234,Metropolitan,0,1607,428,1052,4558,0
CT234,Metropolitan,0,492,511,0,14167,0
CT235,Metropolitan,0,0,0,0,10604,0
CT235,Metropolitan,0,0,0,0,4345,0
CT235,Metropolitan,0,0,0,0,0,0
CT236,Metropolitan,0,0,0,0,0,0
CT236,Metropolitan,0,0,0,0,0,0
CT236,Metropolitan,0,0,0,0,3011,0
CT237,Metropolitan,0,246,0,0,5450,0
CT237,Metropolitan,0,0,0,0,11124,0
CT237,Metropolitan,0,0,602,362,3358,0
CT238,Metropolitan,0,0,0,0,4118,0
CT238,Metropolitan,0,0,0,0,4798,0
CT238,Metropolitan,0,0,0,0,6064,0
CT239,Metropolitan,0,401,0,426,8638,0
CT239,Metropolitan,0,1492,0,554,3199,0
CT239,Metropolitan,0,0,0,0,5714,0
CT240,Metropolitan,0,0,0,0,1591,0
CT240,Metropolitan,0,0,0,0,1373,0
CT240,Metropolitan,0,0,0,0,2252,0
CT241,Metropolitan,0,3302,509,515,5737,0
CT241,Metropolitan,0,1834,448,1242,11476,0
CT241,Metropolitan,0,1206,781,580,9644,0
CT242,Metropolitan,0,1680,0,727,29642,0
CT242,Metropolitan,0,2102,0,305,14640,0
CT242,Metropolitan,0,0,0,528,14608,0
CT243,Metropolitan,0,0,0,391,5251,0
CT243,Metropolitan,0,0,0,0,1862,0
CT243,Metropolitan,0,0,0,0,295,0
CT244,Metropolitan,0,0,0,0,0,0
CT244,Metropolitan,0,0,0,0,0,0
CT244,Metropolitan,0,0,0,0,1073,0
CT245,Metropolitan,0,0,0,0,2262,0
CT245,Metropolitan,0,0,217,0,367,0
CT245,Metropolitan,0,0,0,0,0,0
CT246,Metropolitan,0,0,1008,0,2671,0
CT246,Metropolitan,0,0,0,0,2724,0
CT246,Metropolitan,0,0,0,0,0,0
CT247,Metropolitan,0,0,0,0,998,0
CT247,Metropolitan,0,0,0,0,0,0
CT247,Metropolitan,0,1981,0,0,1175,0
CT248,Metropolitan,0,0,0,0,823,0
CT248,Metropolitan,0,0,0,0,1082,0
CT248,Metropolitan,0,0,0,0,419,0
CT249,Metropolitan,0,0,0,0,3370,0
CT249,Metropolitan,0,0,0,192,5597,0
CT249,Metropolitan,0,0,0,0,4572,0
CT250,Metropolitan,0,964,0,0,1622,0
CT250,Metropolitan,0,0,0,0,3924,0
CT250,Metropolitan,0,3151,0,0,6352,0
CT251,Metropolitan,0,0,0,662,10618,0
CT251,Metropolitan,0,612,0,1008,4656,0
CT251,Metropolitan,0,0,0,848,9206,0
CT252,Metropolitan,0,0,0,0,1290,0
CT252,Metropolitan,0,0,0,0,3530,0
CT252,Metropolitan,0,0,0,0,3949,0
CT253,Metropolitan,0,0,0,0,5280,0
CT253,Metropolitan,0,1004,0,0,16585,0
CT253,Metropolitan,0,0,0,659,3391,0
CT254,Metropolitan,0,704,0,522,2410,0
CT254,Metropolitan,0,0,0,0,502,0
CT254,Metropolitan,0,0,0,240,3644,0
CT255,Metropolitan,0,0,0,0,1532,0
CT255,Metropolitan,0,0,0,0,4487,0
CT255,Metropolitan,0,0,0,1008,11075,0
CT256,Metropolitan,0,0,0,0,2995,0
CT256,Metropolitan,0,0,0,0,1027,0
CT256,Metropolitan,0,0,0,0,647,0
CT257,Metropolitan,0,0,470,0,2905,0
CT257,Metropolitan,0,0,380,631,6941,0
CT257,Metropolitan,0,0,0,388,2461,0
CT258,Metropolitan,0,0,0,0,3466,0
CT258,Metropolitan,0,0,0,0,3166,0
CT258,Metropolitan,0,0,0,998,3334,0
CT259,Metropolitan,0,2384,0,234,11350,0
CT259,Metropolitan,0,2746,0,0,7350,0
CT259,Metropolitan,0,0,0,0,4384,0
CT260,Metropolitan,0,0,0,0,2502,0
CT260,Metropolitan,0,0,320,1008,10339,0
CT260,Metropolitan,0,0,0,0,0,0
CT261,Metropolitan,0,670,0,2742,16591,0
CT261,Metropolitan,0,0,0,0,3238,0
CT261,Metropolitan,0,278,0,415,5827,0
CT262,Metropolitan,0,0,826,0,3550,0
CT262,Metropolitan,0,0,0,0,7884,0
CT262,Metropolitan,0,0,0,313,1298,0
CT263,Metropolitan,0,0,1421,1104,11766,0
CT263,Metropolitan,0,0,526,0,1246,0
CT263,Metropolitan,0,0,0,253,8480,0
CT264,Metropolitan,0,3948,0,2105,35725,0
CT264,Metropolitan,0,246,0,0,3168,0
CT264,Metropolitan,0,1306,745,1277,23629,0
CT265,Metropolitan,0,2659,1367,857,15348,0
CT265,Metropolitan,0,1102,528,275,5453,0
CT265,Metropolitan,0,0,665,449,11792,0
CT266,Metropolitan,0,310,0,0,8492,0
CT266,Metropolitan,0,346,0,0,0,0
CT266,Metropolitan,0,0,0,0,0,0
CT267,Metropolitan,0,0,0,163,256,0
CT267,Metropolitan,0,7993,0,0,928,0
CT267,Metropolitan,0,4894,0,0,0,0
CT268,Metropolitan,0,6166,0,0,2813,0
CT268,Metropolitan,0,2417,0,0,5340,0
CT268,Metropolitan,0,592,0,0,0,0
CT269,Metropolitan,0,4016,0,0,4969,0
CT269,Metropolitan,0,5668,0,0,0,0
CT269,Metropolitan,0,0,0,0,0,0
CT270,Metropolitan,0,4358,0,482,2608,0
CT270,Metropolitan,0,298,0,313,1542,0
CT270,Metropolitan,0,2464,0,730,2569,0
CT271,Metropolitan,0,0,0,0,0,0
CT271,Metropolitan,0,0,0,0,0,0
CT271,Metropolitan,0,0,790,0,3347,0
CT272,Metropolitan,0,0,557,0,3892,0
CT272,Metropolitan,0,1108,0,589,6304,0
CT272,Metropolitan,0,0,0,0,3239,0
CT273,Metropolitan,0,0,0,828,2711,0
CT273,Metropolitan,0,499,499,0,6752,0
CT273,Metropolitan,0,3030,1194,521,1331,0
CT274,Metropolitan,0,1081,0,0,1561,0
CT274,Metropolitan,0,0,0,0,1814,0
CT274,Metropolitan,0,310,0,0,2755,0
CT275,Metropolitan,0,810,0,449,7344,0
CT275,Metropolitan,0,0,0,0,5276,0
CT275,Metropolitan,0,0,2206,319,4640,0
CT276,Metropolitan,0,0,896,0,5654,0
CT276,Metropolitan,0,0,0,756,3139,0
CT276,Metropolitan,0,0,0,0,2070,0
CT277,Metropolitan,0,0,874,0,9095,0
CT277,Metropolitan,0,905,0,688,4721,0
CT277,Metropolitan,0,0,1609,0,1106,0
CT278,Metropolitan,0,0,0,0,515,0
CT278,Metropolitan,0,0,0,0,1634,0
CT278,Metropolitan,0,269,814,0,2035,0
CT279,Metropolitan,0,317,1140,0,4118,0
CT279,Metropolitan,0,0,445,496,5981,0
CT279,Metropolitan,0,1006,0,0,1260,0
CT280,Metropolitan,0,679,0,0,701,0
CT280,Metropolitan,0,862,0,0,348,0
CT280,Metropolitan,0,305,0,701,544,0
CT281,Metropolitan,0,2147,0,0,1102,0
CT281,Metropolitan,0,876,0,0,1668,0
CT281,Metropolitan,0,1252,0,355,535,0
CT282,Metropolitan,0,2064,0,0,589,0
CT282,Metropolitan,0,0,0,0,1058,0
CT282,Metropolitan,0,0,388,0,1279,0
CT283,Metropolitan,0,0,0,0,161,0
CT283,Metropolitan,0,0,348,0,3360,0
CT283,Metropolitan,0,1126,0,0,1463,0
CT284,Metropolitan,0,620,515,0,5888,0
CT284,Metropolitan,0,0,1088,0,3932,0
CT284,Metropolitan,0,0,0,0,929,0
CT285,Metropolitan,0,0,0,0,3199,0
CT285,Metropolitan,0,0,214,0,670,0
CT285,Metropolitan,0,0,656,415,4681,0
CT286,Metropolitan,0,0,0,503,2916,0
CT286,Metropolitan,0,0,0,439,2014,0
CT286,Metropolitan,0,0,0,0,2298,0
CT287,Metropolitan,0,0,0,0,3472,0
CT287,Metropolitan,0,2575,0,434,5831,0
CT287,Metropolitan,0,256,0,2014,4423,0
CT288,Metropolitan,0,1162,0,0,3629,0
CT288,Metropolitan,0,1471,0,1369,6660,0
CT288,Metropolitan,0,0,0,0,5119,0
CT289,Metropolitan,0,0,0,419,6036,0
CT289,Metropolitan,0,0,0,649,3235,0
CT289,Metropolitan,0,0,0,0,371,0
CT290,Metropolitan,0,1724,634,0,1730,0
CT290,Metropolitan,0,0,0,0,3788,0
CT290,Metropolitan,0,0,0,544,1097,0
CT291,Metropolitan,0,1975,371,0,6067,0
CT291,Metropolitan,0,409,534,0,5908,0
CT291,Metropolitan,0,839,0,394,6608,0
CT292,Metropolitan,0,0,0,0,10621,0
CT292,Metropolitan,0,0,534,0,8826,0
CT292,Metropolitan,0,0,262,0,6353,0
CT293,Metropolitan,0,0,478,371,6281,0
CT293,Metropolitan,0,301,0,0,16403,0
CT293,Metropolitan,0,0,554,480,4627,0
CT294,Metropolitan,0,0,0,0,1874,0
CT294,Metropolitan,0,0,301,353,1872,0
CT294,Metropolitan,0,0,0,0,569,0
CT295,Metropolitan,0,0,0,0,1807,0
CT295,Metropolitan,0,0,407,541,4228,0
CT295,Metropolitan,0,0,0,0,5309,0
CT296,Metropolitan,0,0,0,0,4630,0
CT296,Metropolitan,0,0,0,0,1366,0
CT296,Metropolitan,0,0,0,0,108,0
CT297,Metropolitan,0,0,0,352,1357,0
CT297,Metropolitan,0,670,448,0,724,0
CT297,Metropolitan,0,0,0,1321,5092,0
CT298,Metropolitan,0,0,0,436,2273,0
CT298,Metropolitan,0,626,0,0,218,0
CT298,Metropolitan,0,0,605,0,5094,0
CT299,Metropolitan,0,0,0,336,2657,0
CT299,Metropolitan,0,720,0,751,5498,0
CT299,Metropolitan,0,880,0,0,444,0
CT300,Metropolitan,0,0,526,1229,12676,0
CT300,Metropolitan,0,0,515,0,3418,0
CT300,Metropolitan,0,1078,0,434,358,0
CT301,Metropolitan,0,0,0,0,3602,0
CT301,Metropolitan,0,0,0,0,678,0
CT301,Metropolitan,0,0,0,0,943,0
CT302,Metropolitan,0,0,454,0,1457,0
CT302,Metropolitan,0,0,0,0,924,0
CT302,Metropolitan,0,0,0,0,1261,0
CT303,Metropolitan,0,0,0,0,2058,0
CT303,Metropolitan,0,0,538,0,2704,0
CT303,Metropolitan,0,0,535,0,3900,0
CT304,Metropolitan,0,0,0,0,3959,0
CT304,Metropolitan,0,266,0,0,3425,0
CT304,Metropolitan,0,1104,1495,0,10201,0
CT305,Metropolitan,0,0,0,0,4464,0
CT305,Metropolitan,0,0,0,0,3257,0
CT305,Metropolitan,0,0,0,551,1082,0
CT306,Metropolitan,0,852,0,0,1386,0
CT306,Metropolitan,0,703,0,380,2164,0
CT306,Metropolitan,0,3011,0,0,1375,0
CT307,Metropolitan,0,0,0,0,1312,0
CT307,Metropolitan,0,886,0,0,1344,0
CT307,Metropolitan,0,797,0,0,0,0
CT308,Metropolitan,0,4048,0,724,1654,0
CT308,Metropolitan,0,1616,266,0,7062,0
CT308,Metropolitan,0,0,553,0,0,0
CT309,Metropolitan,0,574,0,0,736,0
CT309,Metropolitan,0,394,0,540,2861,0
CT309,Metropolitan,0,0,0,0,698,0
CT310,Metropolitan,0,0,2563,0,2381,0
CT310,Metropolitan,0,482,355,509,7184,0
CT310,Metropolitan,0,570,0,787,2158,0
CT311,Metropolitan,0,0,1184,0,10144,0
CT311,Metropolitan,0,0,336,367,4121,0
CT311,Metropolitan,0,265,0,535,7308,0
CT312,Metropolitan,0,1949,1325,0,5796,0
CT312,Metropolitan,0,0,0,0,7855,0
CT312,Metropolitan,0,0,0,1054,5785,0
CT313,Metropolitan,0,541,0,0,5498,0
CT313,Metropolitan,0,0,0,0,2740,0
CT313,Metropolitan,0,0,0,175,3059,0
CT314,Metropolitan,0,0,0,384,1937,0
CT314,Metropolitan,0,0,0,0,4788,0
CT314,Metropolitan,0,766,0,0,7046,0
CT315,Metropolitan,0,0,0,0,2014,0
CT315,Metropolitan,0,0,0,0,1712,0
CT315,Metropolitan,0,434,0,1394,27347,0
CT316,Metropolitan,0,0,0,0,1684,0
CT316,Metropolitan,0,0,0,0,4134,0
CT316,Metropolitan,0,0,194,733,7206,0
CT317,,,,,,,
CT317,,,,,,,
CT317,,,,,,,
CT318,,,,,,,
CT318,,,,,,,
CT318,,,,,,,
CT319,,,,,,,
CT319,,,,,,,
CT319,,,,,,,
CT320,,,,,,,
CT320,,,,,,,
CT320,,,,,,,
CT321,,,,,,,
CT321,,,,,,,
CT321,,,,,,,
CT322,,,,,,,
CT322,,,,,,,
CT322,,,,,,,
CT323,,,,,,,
CT323,,,,,,,
CT323,,,,,,,
CT324,,,,,,,
CT324,,,,,,,
CT324,,,,,,,
CT325,,,,,,,
CT325,,,,,,,
CT325,,,,,,,
CT326,,,,,,,
CT326,,,,,,,
CT326,,,,,,,
CT327,,,,,,,
CT327,,,,,,,
CT327,,,,,,,
CT328,,,,,,,
CT328,,,,,,,
CT328,,,,,,,
CT329,,,,,,,
CT329,,,,,,,
CT329,,,,,,,
CT330,,,,,,,
CT330,,,,,,,
CT330,,,,,,,
CT331,,,,,,,
CT331,,,,,,,
CT331,,,,,,,
CT332,,,,,,,
CT332,,,,,,,
CT332,,,,,,,
CT333,,,,,,,
CT333,,,,,,,
CT333,,,,,,,
CT334,,,,,,,
CT334,,,,,,,
CT334,,,,,,,
CT335,,,,,,,
CT335,,,,,,,
CT335,,,,,,,
CT336,,,,,,,
CT336,,,,,,,
CT336,,,,,,,
CT337,,,,,,,
CT337,,,,,,,
CT337,,,,,,,
CT338,,,,,,,
CT338,,,,,,,
CT338,,,,,,,
CT339,,,,,,,
CT339,,,,,,,
CT339,,,,,,,
CT340,,,,,,,
CT340,,,,,,,
CT340,,,,,,,
CT341,,,,,,,
CT341,,,,,,,
CT341,,,,,,,
CT342,,,,,,,
CT342,,,,,,,
CT342,,,,,,,
CT343,,,,,,,
CT343,,,,,,,
CT343,,,,,,,
CT344,,,,,,,
CT344,,,,,,,
CT344,,,,,,,
CT345,,,,,,,
CT345,,,,,,,
CT345,,,,,,,
CT346,,,,,,,
CT346,,,,,,,
CT346,,,,,,,
CT347,,,,,,,
CT347,,,,,,,
CT347,,,,,,,
CT348,,,,,,,
CT348,,,,,,,
CT348,,,,,,,
CT349,,,,,,,
CT349,,,,,,,
CT349,,,,,,,
CT350,,,,,,,
CT350,,,,,,,
CT350,,,,,,,
CT351,,,,,,,
CT351,,,,,,,
CT351,,,,,,,
CT352,,,,,,,
CT352,,,,,,,
CT352,,,,,,,
CT353,,,,,,,
CT353,,,,,,,
CT353,,,,,,,
CT354,,,,,,,
CT354,,,,,,,
CT354,,,,,,,
CT355,,,,,,,
CT355,,,,,,,
CT355,,,,,,,
CT356,,,,,,,
CT356,,,,,,,
CT356,,,,,,,
CT357,,,,,,,
CT357,,,,,,,
CT357,,,,,,,
CT358,,,,,,,
CT358,,,,,,,
CT358,,,,,,,
CT359,,,,,,,
CT359,,,,,,,
CT359,,,,,,,
CT360,,,,,,,
CT360,,,,,,,
CT360,,,,,,,
CT361,,,,,,,
CT361,,,,,,,
CT361,,,,,,,
CT362,,,,,,,
CT362,,,,,,,
CT362,,,,,,,
CT363,,,,,,,
CT363,,,,,,,
CT363,,,,,,,
CT364,,,,,,,
CT364,,,,,,,
CT364,,,,,,,
CT365,,,,,,,
CT365,,,,,,,
CT365,,,,,,,
CT366,,,,,,,
CT366,,,,,,,
CT366,,,,,,,
CT367,,,,,,,
CT367,,,,,,,
CT367,,,,,,,
CT368,,,,,,,
CT368,,,,,,,
CT368,,,,,,,
CT369,,,,,,,
CT369,,,,,,,
CT369,,,,,,,
CT370,,,,,,,
CT370,,,,,,,
CT370,,,,,,,
CT371,,,,,,,
CT371,,,,,,,
CT371,,,,,,,
CT372,,,,,,,
CT372,,,,,,,
CT372,,,,,,,
CT373,,,,,,,
CT373,,,,,,,
CT373,,,,,,,
CT374,,,,,,,
CT374,,,,,,,
CT374,,,,,,,
CT375,,,,,,,
CT375,,,,,,,
CT375,,,,,,,
CT376,,,,,,,
CT376,,,,,,,
CT376,,,,,,,
CT377,,,,,,,
CT377,,,,,,,
CT377,,,,,,,
CT378,,,,,,,
CT378,,,,,,,
CT378,,,,,,,
CT379,,,,,,,
CT379,,,,,,,
CT379,,,,,,,
CT380,,,,,,,
CT380,,,,,,,
CT380,,,,,,,
CT381,,,,,,,
CT381,,,,,,,
CT381,,,,,,,
CT382,,,,,,,
CT382,,,,,,,
CT382,,,,,,,
CT383,,,,,,,
CT383,,,,,,,
CT383,,,,,,,
CT384,,,,,,,
CT384,,,,,,,
CT384,,,,,,,
CT385,,,,,,,
CT385,,,,,,,
CT385,,,,,,,
CT386,,,,,,,
CT386,,,,,,,
CT386,,,,,,,
CT387,,,,,,,
CT387,,,,,,,
CT387,,,,,,,
CT388,,,,,,,
CT388,,,,,,,
CT388,,,,,,,
CT389,,,,,,,
CT389,,,,,,,
CT389,,,,,,,
CT390,,,,,,,
CT390,,,,,,,
CT390,,,,,,,
CT391,,,,,,,
CT391,,,,,,,
CT391,,,,,,,
CT392,,,,,,,
CT392,,,,,,,
CT392,,,,,,,
CT393,,,,,,,
CT393,,,,,,,
CT393,,,,,,,
CT394,,,,,,,
CT394,,,,,,,
CT394,,,,,,,
CT395,,,,,,,
CT395,,,,,,,
CT395,,,,,,,
CT396,,,,,,,
CT396,,,,,,,
CT396,,,,,,,
CT397,,,,,,,
CT397,,,,,,,
CT397,,,,,,,
CT398,,,,,,,
CT398,,,,,,,
CT398,,,,,,,
CT399,,,,,,,
CT399,,,,,,,
CT399,,,,,,,
CT400,,,,,,,
CT400,,,,,,,
CT400,,,,,,,
CT401,,,,,,,
CT401,,,,,,,
CT401,,,,,,,
CT402,,,,,,,
CT402,,,,,,,
CT402,,,,,,,
CT403,,,,,,,
CT403,,,,,,,
CT403,,,,,,,
CT404,,,,,,,
CT404,,,,,,,
CT404,,,,,,,
CT405,,,,,,,
CT405,,,,,,,
CT405,,,,,,,
CT406,,,,,,,
CT406,,,,,,,
CT406,,,,,,,
CT407,,,,,,,
CT407,,,,,,,
CT407,,,,,,,
CT408,,,,,,,
CT408,,,,,,,
CT408,,,,,,,
CT409,,,,,,,
CT409,,,,,,,
CT409,,,,,,,
CT410,,,,,,,
CT410,,,,,,,
CT410,,,,,,,
CT411,,,,,,,
CT411,,,,,,,
CT411,,,,,,,
CT412,,,,,,,
CT412,,,,,,,
CT412,,,,,,,
CT413,,,,,,,
CT413,,,,,,,
CT413,,,,,,,
CT414,,,,,,,
CT414,,,,,,,
CT414,,,,,,,
CT415,,,,,,,
CT415,,,,,,,
CT415,,,,,,,
CT416,,,,,,,
CT416,,,,,,,
CT416,,,,,,,
CT417,,,,,,,
CT417,,,,,,,
CT417,,,,,,,
CT418,,,,,,,
CT418,,,,,,,
CT418,,,,,,,
CT419,,,,,,,
CT419,,,,,,,
CT419,,,,,,,
CT420,,,,,,,
CT420,,,,,,,
CT420,,,,,,,
CT421,,,,,,,
CT421,,,,,,,
CT421,,,,,,,
CT422,,,,,,,
CT422,,,,,,,
CT422,,,,,,,
CT423,,,,,,,
CT423,,,,,,,
CT423,,,,,,,
CT424,,,,,,,
CT424,,,,,,,
CT424,,,,,,,
CT425,,,,,,,
CT425,,,,,,,
CT425,,,,,,,
CT426,,,,,,,
CT426,,,,,,,
CT426,,,,,,,
CT427,,,,,,,
CT427,,,,,,,
CT427,,,,,,,
CT428,,,,,,,
CT428,,,,,,,
CT428,,,,,,,
CT429,,,,,,,
CT429,,,,,,,
CT429,,,,,,,
CT430,,,,,,,
CT430,,,,,,,
CT430,,,,,,,
CT431,,,,,,,
CT431,,,,,,,
CT431,,,,,,,
CT432,,,,,,,
CT432,,,,,,,
CT432,,,,,,,
CT433,,,,,,,
CT433,,,,,,,
CT433,,,,,,,
CT434,,,,,,,
CT434,,,,,,,
CT434,,,,,,,
CT435,,,,,,,
CT435,,,,,,,
CT435,,,,,,,
CT436,,,,,,,
CT436,,,,,,,
CT436,,,,,,,
CT437,,,,,,,
CT437,,,,,,,
CT437,,,,,,,
CT438,,,,,,,
CT438,,,,,,,
CT438,,,,,,,
CT439,,,,,,,
CT439,,,,,,,
CT439,,,,,,,
CT440,,,,,,,
CT440,,,,,,,
CT440,,,,,,,
CT441,,,,,,,
CT441,,,,,,,
CT441,,,,,,,
CT442,,,,,,,
CT442,,,,,,,
CT442,,,,,,,
CT443,,,,,,,
CT443,,,,,,,
CT443,,,,,,,
CT444,,,,,,,
CT444,,,,,,,
CT444,,,,,,,
CT445,,,,,,,
CT445,,,,,,,
CT445,,,,,,,
CT446,,,,,,,
CT446,,,,,,,
CT446,,,,,,,
CT447,,,,,,,
CT447,,,,,,,
CT447,,,,,,,
CT448,,,,,,,
CT448,,,,,,,
CT448,,,,,,,
CT449,,,,,,,
CT449,,,,,,,
CT449,,,,,,,
CT450,,,,,,,
CT450,,,,,,,
CT450,,,,,,,
CT451,,,,,,,
CT451,,,,,,,
CT451,,,,,,,
CT452,,,,,,,
CT452,,,,,,,
CT452,,,,,,,
CT453,,,,,,,
CT453,,,,,,,
CT453,,,,,,,
CT454,,,,,,,
CT454,,,,,,,
CT454,,,,,,,
CT455,,,,,,,
CT455,,,,,,,
CT455,,,,,,,
CT456,,,,,,,
CT456,,,,,,,
CT456,,,,,,,
CT457,,,,,,,
CT457,,,,,,,
CT457,,,,,,,
CT458,,,,,,,
CT458,,,,,,,
CT458,,,,,,,
CT459,,,,,,,
CT459,,,,,,,
CT459,,,,,,,
CT460,,,,,,,
CT460,,,,,,,
CT460,,,,,,,
CT461,,,,,,,
CT461,,,,,,,
CT461,,,,,,,
CT462,,,,,,,
CT462,,,,,,,
CT462,,,,,,,
CT463,,,,,,,
CT463,,,,,,,
CT463,,,,,,,
CT464,,,,,,,
CT464,,,,,,,
CT464,,,,,,,
CT465,,,,,,,
CT465,,,,,,,
CT465,,,,,,,
CT466,,,,,,,
CT466,,,,,,,
CT466,,,,,,,
CT467,,,,,,,
CT467,,,,,,,
CT467,,,,,,,
CT468,,,,,,,
CT468,,,,,,,
CT468,,,,,,,
CT469,,,,,,,
CT469,,,,,,,
CT469,,,,,,,
CT470,,,,,,,
CT470,,,,,,,
CT470,,,,,,,
CT471,,,,,,,
