DISTRICT,2005,2010,2038,2050
13013180103,1,1,1,1
13013180104,1,1,1,1
13013180105,1,1,1,1
13013180106,1,1,1,1
13013180107,1,1,1,1
13013180108,1,1,1,1
13013180203,1,1,1,1
13013180204,1,1,1,1
13013180205,1,1,1,1
13013180206,1,1,1,1
13013180301,1,1,1,1
13013180302,1,1,1,1
13013180303,1,1,1,1
13013180401,1,1,1,1
13013180402,1,1,1,1
13013180501,1,1,1,1
13013180502,1,1,1,1
13013180503,1,1,1,1
13015960101,1,1,1,1
13015960102,1,1,1,1
13015960200,1,1,1,1
13015960300,1,1,1,1
13015960401,1,1,1,1
13015960402,1,1,1,1
13015960500,1,1,1,1
13015960600,1,1,1,1
13015960700,1,1,1,1
13015960801,1,1,1,1
13015960802,1,1,1,1
13015960803,1,1,1,1
13015960901,1,1,1,1
13015960902,1,1,1,1
13015961000,1,1,1,1
13045910101,1,1,1,1
13045910103,1,1,1,1
13045910104,1,1,1,1
13045910200,1,1,1,1
13045910300,1,1,1,1
13045910400,1,1,1,1
13045910501,1,1,1,1
13045910502,1,1,1,1
13045910600,1,1,1,1
13045910701,1,1,1,1
13045910702,1,1,1,1
13045910703,1,1,1,1
13045910800,1,1,1,1
13045910900,1,1,1,1
13045911000,1,1,1,1
13045911100,1,1,1,1
13045911200,1,1,1,1
13057090100,1,1,1,1
13057090200,1,1,1,1
13057090300,1,1,1,1
13057090400,1,1,1,1
13057090501,1,1,1,1
13057090502,1,1,1,1
13057090601,1,1,1,1
13057090602,1,1,1,1
13057090701,1,1,1,1
13057090702,1,1,1,1
13057090802,1,1,1,1
13057090803,1,1,1,1
13057090804,1,1,1,1
13057090901,1,1,1,1
13057090902,1,1,1,1
13057090904,1,1,1,1
13057090905,1,1,1,1
13057091001,1,1,1,1
13057091003,1,1,1,1
13057091005,1,1,1,1
13057091006,1,1,1,1
13057091007,1,1,1,1
13057091008,1,1,1,1
13057091101,1,1,1,1
13057091102,1,1,1,1
13057091103,1,1,1,1
13063040202,1,1,1,1
13063040203,1,1,1,1
