District,Type,2005,2010,2038,2050
1170_1170_xxx,Metropolitan,700,700,700,700
1170_1170_xxx,Rural,0,0,0,0
1170_1170_xxx,Town,0,0,0,0
1171_1171_xxx,Metropolitan,742.25,742.25,840.17,840.17
1171_1171_xxx,Rural,0,0,0,0
1171_1171_xxx,Town,0,0,0,0
1172_1172_xxx,Metropolitan,5228.62,5228.62,5130.69,5130.69
1172_1172_xxx,Rural,0,0,0,0
1172_1172_xxx,Town,0,0,0,0
1173_1173_xxx,Metropolitan,700,700,700,700
1173_1173_xxx,Rural,0,0,0,0
1173_1173_xxx,Town,0,0,0,0
1174_1174_xxx,Metropolitan,676.09,676.09,676.09,676.09
1174_1174_xxx,Rural,0,0,0,0
1174_1174_xxx,Town,0,0,0,0
1175_1175_xxx,Metropolitan,1121.83,1121.83,1121.83,1121.83
1175_1175_xxx,Rural,0,0,0,0
1175_1175_xxx,Town,0,0,0,0
1176_1176_xxx,Metropolitan,700,700,700,700
1176_1176_xxx,Rural,0,0,0,0
1176_1176_xxx,Town,0,0,0,0
1177_1177_xxx,Metropolitan,828.47,828.47,1477.79,1477.79
1177_1177_xxx,Rural,0,0,0,0
1177_1177_xxx,Town,0,0,0,0
1178_1178_xxx,Metropolitan,5301.52,5301.52,4652.2,4652.2
1178_1178_xxx,Rural,0,0,0,0
1178_1178_xxx,Town,0,0,0,0
1179_1179_xxx,Metropolitan,700,700,700,700
1179_1179_xxx,Rural,0,0,0,0
1179_1179_xxx,Town,0,0,0,0
118_118_xxx,Metropolitan,742.25,742.25,840.17,840.17
118_118_xxx,Rural,0,0,0,0
118_118_xxx,Town,0,0,0,0
1180_1180_xxx,Metropolitan,395.96,395.96,536,536
1180_1180_xxx,Rural,0,0,0,0
1180_1180_xxx,Town,0,0,0,0
1181_1181_xxx,Metropolitan,12901.68,12901.68,12761.65,12761.65
1181_1181_xxx,Rural,0,0,0,0
1181_1181_xxx,Town,0,0,0,0
1182_1182_xxx,Metropolitan,700,700,700,700
1182_1182_xxx,Rural,0,0,0,0
1182_1182_xxx,Town,0,0,0,0
1183_1183_xxx,Metropolitan,859.4640704,859.4640704,1032.43,1032.43
1183_1183_xxx,Rural,0,0,0,0
1183_1183_xxx,Town,0,0,0,0
1184_1184_xxx,Metropolitan,172.9709032,172.9709032,700,700
1184_1184_xxx,Rural,0,0,0,0
1184_1184_xxx,Town,0,0,0,0
1185_1185_xxx,Metropolitan,700,700,700,700
1185_1185_xxx,Rural,0,0,0,0
1185_1185_xxx,Town,0,0,0,0
1186_1186_xxx,Metropolitan,700,700,1624.47,1624.47
1186_1186_xxx,Rural,0,0,0,0
1186_1186_xxx,Town,0,0,0,0
1187_1187_xxx,Metropolitan,8021.8,8021.8,6397.34,6397.34
1187_1187_xxx,Rural,0,0,0,0
1187_1187_xxx,Town,0,0,0,0
1188_1188_xxx,Metropolitan,700,700,700,700
1188_1188_xxx,Rural,0,0,0,0
1188_1188_xxx,Town,0,0,0,0
1189_1189_xxx,Metropolitan,965.38,965.38,932.84,932.84
1189_1189_xxx,Rural,0,0,0,0
1189_1189_xxx,Town,0,0,0,0
119_119_xxx,Metropolitan,5228.62,5228.62,5130.69,5130.69
119_119_xxx,Rural,0,0,0,0
119_119_xxx,Town,0,0,0,0
1190_1190_xxx,Metropolitan,1575.7,1575.7,1608.23,1608.23
1190_1190_xxx,Rural,0,0,0,0
1190_1190_xxx,Town,0,0,0,0
1191_1191_xxx,Metropolitan,700,700,700,700
1191_1191_xxx,Rural,0,0,0,0
1191_1191_xxx,Town,0,0,0,0
1192_1192_xxx,Metropolitan,1019.2,1019.2,1019.2,1019.2
1192_1192_xxx,Rural,0,0,0,0
1192_1192_xxx,Town,0,0,0,0
1193_1193_xxx,Metropolitan,2912.23,2912.23,2912.23,2912.23
1193_1193_xxx,Rural,0,0,0,0
1193_1193_xxx,Town,0,0,0,0
1194_1194_xxx,Metropolitan,700,700,700,700
1194_1194_xxx,Rural,0,0,0,0
1194_1194_xxx,Town,0,0,0,0
1195_1195_xxx,Metropolitan,1118.12,1118.12,1118.12,1118.12
1195_1195_xxx,Rural,0,0,0,0
1195_1195_xxx,Town,0,0,0,0
1196_1196_xxx,Metropolitan,335.76,335.76,335.76,335.76
1196_1196_xxx,Rural,0,0,0,0
1196_1196_xxx,Town,0,0,0,0
1197_1197_xxx,Metropolitan,700,700,700,700
1197_1197_xxx,Rural,0,0,0,0
1197_1197_xxx,Town,0,0,0,0
1198_1198_xxx,Metropolitan,54.4,54.4,54.4,54.4
1198_1198_xxx,Rural,0,0,0,0
1198_1198_xxx,Town,0,0,0,0
1199_1199_xxx,Metropolitan,6187.94,6187.94,6187.94,6187.94
1199_1199_xxx,Rural,0,0,0,0
1199_1199_xxx,Town,0,0,0,0
12_12_xxx,Metropolitan,700,700,700,700
12_12_xxx,Rural,0,0,0,0
12_12_xxx,Town,0,0,0,0
120_120_xxx,Metropolitan,700,700,700,700
120_120_xxx,Rural,0,0,0,0
120_120_xxx,Town,0,0,0,0
1200_1200_xxx,Metropolitan,700,700,700,700
1200_1200_xxx,Rural,0,0,0,0
1200_1200_xxx,Town,0,0,0,0
1201_1201_xxx,Metropolitan,2267.132995,2267.132995,5222.93,5222.93
1201_1201_xxx,Rural,0,0,0,0
1201_1201_xxx,Town,0,0,0,0
1202_1202_xxx,Metropolitan,3882.711806,3882.711806,926.92,926.92
1202_1202_xxx,Rural,0,0,0,0
1202_1202_xxx,Town,0,0,0,0
1203_1203_xxx,Metropolitan,700,700,700,700
1203_1203_xxx,Rural,0,0,0,0
1203_1203_xxx,Town,0,0,0,0
1204_1204_xxx,Metropolitan,637.29,637.29,649.57,649.57
1204_1204_xxx,Rural,0,0,0,0
1204_1204_xxx,Town,0,0,0,0
1205_1205_xxx,Metropolitan,45.93,45.93,33.66,33.66
1205_1205_xxx,Rural,0,0,0,0
1205_1205_xxx,Town,0,0,0,0
1206_1206_xxx,Metropolitan,700,700,700,700
1206_1206_xxx,Rural,0,0,0,0
1206_1206_xxx,Town,0,0,0,0
1207_1207_xxx,Metropolitan,496.78,496.78,1006.37,1006.37
1207_1207_xxx,Rural,0,0,0,0
1207_1207_xxx,Town,0,0,0,0
1208_1208_xxx,Metropolitan,3281.03,3281.03,2771.44,2771.44
1208_1208_xxx,Rural,0,0,0,0
1208_1208_xxx,Town,0,0,0,0
1209_1209_xxx,Metropolitan,700,700,700,700
1209_1209_xxx,Rural,0,0,0,0
1209_1209_xxx,Town,0,0,0,0
121_121_xxx,Metropolitan,676.09,676.09,676.09,676.09
121_121_xxx,Rural,0,0,0,0
121_121_xxx,Town,0,0,0,0
1210_1210_xxx,Metropolitan,1094.393903,1094.393903,1440.818532,1440.818532
1210_1210_xxx,Rural,0,0,0,0
1210_1210_xxx,Town,0,0,0,0
1211_1211_xxx,Metropolitan,941.724623,941.724623,595.2999934,595.2999934
1211_1211_xxx,Rural,0,0,0,0
1211_1211_xxx,Town,0,0,0,0
1212_1212_xxx,Metropolitan,700,700,700,700
1212_1212_xxx,Rural,0,0,0,0
1212_1212_xxx,Town,0,0,0,0
1213_1213_xxx,Metropolitan,869.6,869.6,869.6,869.6
1213_1213_xxx,Rural,0,0,0,0
1213_1213_xxx,Town,0,0,0,0
1214_1214_xxx,Metropolitan,700,700,700,700
1214_1214_xxx,Rural,0,0,0,0
1214_1214_xxx,Town,0,0,0,0
1215_1215_xxx,Metropolitan,700,700,700,700
1215_1215_xxx,Rural,0,0,0,0
1215_1215_xxx,Town,0,0,0,0
1216_1216_xxx,Metropolitan,859.56,859.56,859.56,859.56
1216_1216_xxx,Rural,0,0,0,0
1216_1216_xxx,Town,0,0,0,0
1217_1217_xxx,Metropolitan,700,700,700,700
1217_1217_xxx,Rural,0,0,0,0
1217_1217_xxx,Town,0,0,0,0
1218_1218_xxx,Metropolitan,700,700,700,700
1218_1218_xxx,Rural,0,0,0,0
1218_1218_xxx,Town,0,0,0,0
1219_1219_xxx,Metropolitan,921.63,921.63,1324.95,1324.95
1219_1219_xxx,Rural,0,0,0,0
1219_1219_xxx,Town,0,0,0,0
122_122_xxx,Metropolitan,1121.83,1121.83,1121.83,1121.83
122_122_xxx,Rural,0,0,0,0
122_122_xxx,Town,0,0,0,0
1220_1220_xxx,Metropolitan,403.32,403.32,700,700
1220_1220_xxx,Rural,0,0,0,0
1220_1220_xxx,Town,0,0,0,0
1221_1221_xxx,Metropolitan,700,700,700,700
1221_1221_xxx,Rural,0,0,0,0
1221_1221_xxx,Town,0,0,0,0
1222_1222_xxx,Metropolitan,640.79,640.79,640.79,640.79
1222_1222_xxx,Rural,0,0,0,0
1222_1222_xxx,Town,0,0,0,0
1223_1223_xxx,Metropolitan,700,700,700,700
1223_1223_xxx,Rural,0,0,0,0
1223_1223_xxx,Town,0,0,0,0
1224_1224_xxx,Metropolitan,700,700,700,700
1224_1224_xxx,Rural,0,0,0,0
1224_1224_xxx,Town,0,0,0,0
1225_1225_xxx,Metropolitan,784.62,784.62,784.62,784.62
1225_1225_xxx,Rural,0,0,0,0
1225_1225_xxx,Town,0,0,0,0
1226_1226_xxx,Metropolitan,3225.18,3225.18,3225.18,3225.18
1226_1226_xxx,Rural,0,0,0,0
1226_1226_xxx,Town,0,0,0,0
1227_1227_xxx,Metropolitan,700,700,700,700
1227_1227_xxx,Rural,0,0,0,0
1227_1227_xxx,Town,0,0,0,0
1228_1228_xxx,Metropolitan,963.7682601,963.7682601,1138.83,1138.83
1228_1228_xxx,Rural,0,0,0,0
1228_1228_xxx,Town,0,0,0,0
1229_1229_xxx,Metropolitan,175.0569068,175.0569068,700,700
1229_1229_xxx,Rural,0,0,0,0
1229_1229_xxx,Town,0,0,0,0
123_123_xxx,Metropolitan,700,700,700,700
123_123_xxx,Rural,0,0,0,0
123_123_xxx,Town,0,0,0,0
1230_1230_xxx,Metropolitan,700,700,700,700
1230_1230_xxx,Rural,0,0,0,0
1230_1230_xxx,Town,0,0,0,0
1231_1231_xxx,Metropolitan,752.29,752.29,1254.43,1254.43
1231_1231_xxx,Rural,0,0,0,0
1231_1231_xxx,Town,0,0,0,0
1232_1232_xxx,Metropolitan,4971.97,4971.97,4469.84,4469.84
1232_1232_xxx,Rural,0,0,0,0
1232_1232_xxx,Town,0,0,0,0
1233_1233_xxx,Metropolitan,700,700,700,700
1233_1233_xxx,Rural,0,0,0,0
1233_1233_xxx,Town,0,0,0,0
1234_1234_xxx,Metropolitan,1934.24,1934.24,2361.12,2361.12
1234_1234_xxx,Rural,0,0,0,0
1234_1234_xxx,Town,0,0,0,0
1235_1235_xxx,Metropolitan,9725.79,9725.79,9298.91,9298.91
1235_1235_xxx,Rural,0,0,0,0
1235_1235_xxx,Town,0,0,0,0
1236_1236_xxx,Metropolitan,700,700,700,700
1236_1236_xxx,Rural,0,0,0,0
1236_1236_xxx,Town,0,0,0,0
1237_1237_xxx,Metropolitan,678.56,678.56,678.56,678.56
1237_1237_xxx,Rural,0,0,0,0
1237_1237_xxx,Town,0,0,0,0
1238_1238_xxx,Metropolitan,700,700,700,700
1238_1238_xxx,Rural,0,0,0,0
1238_1238_xxx,Town,0,0,0,0
1239_1239_xxx,Metropolitan,700,700,700,700
1239_1239_xxx,Rural,0,0,0,0
1239_1239_xxx,Town,0,0,0,0
124_124_xxx,Metropolitan,828.47,828.47,1477.79,1477.79
124_124_xxx,Rural,0,0,0,0
124_124_xxx,Town,0,0,0,0
1240_1240_xxx,Metropolitan,530.8,530.8,660.14,660.14
1240_1240_xxx,Rural,0,0,0,0
1240_1240_xxx,Town,0,0,0,0
1241_1241_xxx,Metropolitan,367.15,367.15,237.81,237.81
1241_1241_xxx,Rural,0,0,0,0
1241_1241_xxx,Town,0,0,0,0
1242_1242_xxx,Metropolitan,700,700,700,700
1242_1242_xxx,Rural,0,0,0,0
1242_1242_xxx,Town,0,0,0,0
1243_1243_xxx,Metropolitan,667.73,667.73,667.73,667.73
1243_1243_xxx,Rural,0,0,0,0
1243_1243_xxx,Town,0,0,0,0
1244_1244_xxx,Metropolitan,700,700,700,700
1244_1244_xxx,Rural,0,0,0,0
1244_1244_xxx,Town,0,0,0,0
1245_1245_xxx,Metropolitan,700,700,700,700
1245_1245_xxx,Rural,0,0,0,0
1245_1245_xxx,Town,0,0,0,0
1246_1246_xxx,Metropolitan,895.08,895.08,1102.91,1102.91
1246_1246_xxx,Rural,0,0,0,0
1246_1246_xxx,Town,0,0,0,0
1247_1247_xxx,Metropolitan,4394.53,4394.53,4186.7,4186.7
1247_1247_xxx,Rural,0,0,0,0
1247_1247_xxx,Town,0,0,0,0
1248_1248_xxx,Metropolitan,700,700,700,700
1248_1248_xxx,Rural,0,0,0,0
1248_1248_xxx,Town,0,0,0,0
1249_1249_xxx,Metropolitan,611.58,611.58,611.58,611.58
1249_1249_xxx,Rural,0,0,0,0
1249_1249_xxx,Town,0,0,0,0
125_125_xxx,Metropolitan,5301.52,5301.52,4652.2,4652.2
125_125_xxx,Rural,0,0,0,0
125_125_xxx,Town,0,0,0,0
1250_1250_xxx,Metropolitan,700,700,700,700
1250_1250_xxx,Rural,0,0,0,0
1250_1250_xxx,Town,0,0,0,0
1251_1251_xxx,Metropolitan,700,700,700,700
1251_1251_xxx,Rural,0,0,0,0
1251_1251_xxx,Town,0,0,0,0
1252_1252_xxx,Metropolitan,700,700,1951.19,1951.19
1252_1252_xxx,Rural,0,0,0,0
1252_1252_xxx,Town,0,0,0,0
1253_1253_xxx,Metropolitan,3967.49,3967.49,2016.31,2016.31
1253_1253_xxx,Rural,0,0,0,0
1253_1253_xxx,Town,0,0,0,0
1254_1254_xxx,Metropolitan,700,700,700,700
1254_1254_xxx,Rural,0,0,0,0
1254_1254_xxx,Town,0,0,0,0
1255_1255_xxx,Metropolitan,700,700,700,700
1255_1255_xxx,Rural,0,0,0,0
1255_1255_xxx,Town,0,0,0,0
1256_1256_xxx,Metropolitan,6291.35,6291.35,6291.35,6291.35
1256_1256_xxx,Rural,0,0,0,0
1256_1256_xxx,Town,0,0,0,0
1257_1257_xxx,Metropolitan,700,700,700,700
1257_1257_xxx,Rural,0,0,0,0
1257_1257_xxx,Town,0,0,0,0
1258_1258_xxx,Metropolitan,298.27,298.27,298.27,298.27
1258_1258_xxx,Rural,0,0,0,0
1258_1258_xxx,Town,0,0,0,0
1259_1259_xxx,Metropolitan,5220.14,5220.14,5220.14,5220.14
1259_1259_xxx,Rural,0,0,0,0
1259_1259_xxx,Town,0,0,0,0
126_126_xxx,Metropolitan,700,700,700,700
126_126_xxx,Rural,0,0,0,0
126_126_xxx,Town,0,0,0,0
1260_1260_xxx,Metropolitan,700,700,700,700
1260_1260_xxx,Rural,0,0,0,0
1260_1260_xxx,Town,0,0,0,0
1261_1261_xxx,Metropolitan,991.45,991.45,1054.81,1054.81
1261_1261_xxx,Rural,0,0,0,0
1261_1261_xxx,Town,0,0,0,0
1262_1262_xxx,Metropolitan,285.87,285.87,222.51,222.51
1262_1262_xxx,Rural,0,0,0,0
1262_1262_xxx,Town,0,0,0,0
1263_1263_xxx,Metropolitan,700,700,700,700
1263_1263_xxx,Rural,0,0,0,0
1263_1263_xxx,Town,0,0,0,0
1264_1264_xxx,Metropolitan,576.41,576.41,576.41,576.41
1264_1264_xxx,Rural,0,0,0,0
1264_1264_xxx,Town,0,0,0,0
1265_1265_xxx,Metropolitan,700,700,700,700
1265_1265_xxx,Rural,0,0,0,0
1265_1265_xxx,Town,0,0,0,0
1266_1266_xxx,Metropolitan,700,700,700,700
1266_1266_xxx,Rural,0,0,0,0
1266_1266_xxx,Town,0,0,0,0
1267_1267_xxx,Metropolitan,700,700,700,700
1267_1267_xxx,Rural,0,0,0,0
1267_1267_xxx,Town,0,0,0,0
1268_1268_xxx,Metropolitan,11129.08,11129.08,11129.08,11129.08
1268_1268_xxx,Rural,0,0,0,0
1268_1268_xxx,Town,0,0,0,0
1269_1269_xxx,Metropolitan,700,700,700,700
1269_1269_xxx,Rural,0,0,0,0
1269_1269_xxx,Town,0,0,0,0
127_127_xxx,Metropolitan,395.96,395.96,536,536
127_127_xxx,Rural,0,0,0,0
127_127_xxx,Town,0,0,0,0
1270_1270_xxx,Metropolitan,700,700,700,700
1270_1270_xxx,Rural,0,0,0,0
1270_1270_xxx,Town,0,0,0,0
1271_1271_xxx,Metropolitan,6352.21,6352.21,6352.21,6352.21
1271_1271_xxx,Rural,0,0,0,0
1271_1271_xxx,Town,0,0,0,0
1272_1272_xxx,Metropolitan,700,700,700,700
1272_1272_xxx,Rural,0,0,0,0
1272_1272_xxx,Town,0,0,0,0
1273_1273_xxx,Metropolitan,700,700,281.15,281.15
1273_1273_xxx,Rural,0,0,0,0
1273_1273_xxx,Town,0,0,0,0
1274_1274_xxx,Metropolitan,20588.14,20588.14,20306.99,20306.99
1274_1274_xxx,Rural,0,0,0,0
1274_1274_xxx,Town,0,0,0,0
1275_1275_xxx,Metropolitan,700,700,700,700
1275_1275_xxx,Rural,0,0,0,0
1275_1275_xxx,Town,0,0,0,0
1276_1276_xxx,Metropolitan,669.62,669.62,669.62,669.62
1276_1276_xxx,Rural,0,0,0,0
1276_1276_xxx,Town,0,0,0,0
1277_1277_xxx,Metropolitan,2260.13,2260.13,2260.13,2260.13
1277_1277_xxx,Rural,0,0,0,0
1277_1277_xxx,Town,0,0,0,0
1278_1278_xxx,Metropolitan,700,700,700,700
1278_1278_xxx,Rural,0,0,0,0
1278_1278_xxx,Town,0,0,0,0
1279_1279_xxx,Metropolitan,769.72,769.72,900.42,900.42
1279_1279_xxx,Rural,0,0,0,0
1279_1279_xxx,Town,0,0,0,0
128_128_xxx,Metropolitan,12901.68,12901.68,12761.65,12761.65
128_128_xxx,Rural,0,0,0,0
128_128_xxx,Town,0,0,0,0
1280_1280_xxx,Metropolitan,1824.78,1824.78,1694.08,1694.08
1280_1280_xxx,Rural,0,0,0,0
1280_1280_xxx,Town,0,0,0,0
1281_1281_xxx,Metropolitan,700,700,700,700
1281_1281_xxx,Rural,0,0,0,0
1281_1281_xxx,Town,0,0,0,0
1282_1282_xxx,Metropolitan,646.33,646.33,646.33,646.33
1282_1282_xxx,Rural,0,0,0,0
1282_1282_xxx,Town,0,0,0,0
1283_1283_xxx,Metropolitan,700,700,700,700
1283_1283_xxx,Rural,0,0,0,0
1283_1283_xxx,Town,0,0,0,0
1284_1284_xxx,Metropolitan,700,700,700,700
1284_1284_xxx,Rural,0,0,0,0
1284_1284_xxx,Town,0,0,0,0
1285_1285_xxx,Metropolitan,830.8680548,830.8680548,830.8680548,830.8680548
1285_1285_xxx,Rural,0,0,0,0
1285_1285_xxx,Town,0,0,0,0
1286_1286_xxx,Metropolitan,59.26775554,59.26775554,59.26775554,59.26775554
1286_1286_xxx,Rural,0,0,0,0
1286_1286_xxx,Town,0,0,0,0
1287_1287_xxx,Metropolitan,700,700,700,700
1287_1287_xxx,Rural,0,0,0,0
1287_1287_xxx,Town,0,0,0,0
1288_1288_xxx,Metropolitan,742.25,742.25,840.17,840.17
1288_1288_xxx,Rural,0,0,0,0
1288_1288_xxx,Town,0,0,0,0
1289_1289_xxx,Metropolitan,5228.62,5228.62,5130.69,5130.69
1289_1289_xxx,Rural,0,0,0,0
1289_1289_xxx,Town,0,0,0,0
129_129_xxx,Metropolitan,700,700,700,700
129_129_xxx,Rural,0,0,0,0
129_129_xxx,Town,0,0,0,0
1290_1290_xxx,Metropolitan,700,700,700,700
1290_1290_xxx,Rural,0,0,0,0
1290_1290_xxx,Town,0,0,0,0
1291_1291_xxx,Metropolitan,676.09,676.09,676.09,676.09
1291_1291_xxx,Rural,0,0,0,0
1291_1291_xxx,Town,0,0,0,0
1292_1292_xxx,Metropolitan,1121.83,1121.83,1121.83,1121.83
1292_1292_xxx,Rural,0,0,0,0
1292_1292_xxx,Town,0,0,0,0
1293_1293_xxx,Metropolitan,700,700,700,700
1293_1293_xxx,Rural,0,0,0,0
1293_1293_xxx,Town,0,0,0,0
1294_1294_xxx,Metropolitan,828.47,828.47,1477.79,1477.79
1294_1294_xxx,Rural,0,0,0,0
1294_1294_xxx,Town,0,0,0,0
1295_1295_xxx,Metropolitan,5301.52,5301.52,4652.2,4652.2
1295_1295_xxx,Rural,0,0,0,0
1295_1295_xxx,Town,0,0,0,0
1296_1296_xxx,Metropolitan,700,700,700,700
1296_1296_xxx,Rural,0,0,0,0
1296_1296_xxx,Town,0,0,0,0
1297_1297_xxx,Metropolitan,395.96,395.96,536,536
1297_1297_xxx,Rural,0,0,0,0
1297_1297_xxx,Town,0,0,0,0
1298_1298_xxx,Metropolitan,12901.68,12901.68,12761.65,12761.65
1298_1298_xxx,Rural,0,0,0,0
1298_1298_xxx,Town,0,0,0,0
1299_1299_xxx,Metropolitan,700,700,700,700
1299_1299_xxx,Rural,0,0,0,0
1299_1299_xxx,Town,0,0,0,0
13_13_xxx,Metropolitan,859.4640704,859.4640704,1032.43,1032.43
13_13_xxx,Rural,0,0,0,0
13_13_xxx,Town,0,0,0,0
130_130_xxx,Metropolitan,859.4640704,859.4640704,1032.43,1032.43
130_130_xxx,Rural,0,0,0,0
130_130_xxx,Town,0,0,0,0
1300_1300_xxx,Metropolitan,859.4640704,859.4640704,1032.43,1032.43
1300_1300_xxx,Rural,0,0,0,0
1300_1300_xxx,Town,0,0,0,0
1301_1301_xxx,Metropolitan,172.9709032,172.9709032,700,700
1301_1301_xxx,Rural,0,0,0,0
1301_1301_xxx,Town,0,0,0,0
1302_1302_xxx,Metropolitan,700,700,700,700
1302_1302_xxx,Rural,0,0,0,0
1302_1302_xxx,Town,0,0,0,0
1303_1303_xxx,Metropolitan,700,700,1624.47,1624.47
1303_1303_xxx,Rural,0,0,0,0
1303_1303_xxx,Town,0,0,0,0
1304_1304_xxx,Metropolitan,8021.8,8021.8,6397.34,6397.34
1304_1304_xxx,Rural,0,0,0,0
1304_1304_xxx,Town,0,0,0,0
1305_1305_xxx,Metropolitan,700,700,700,700
1305_1305_xxx,Rural,0,0,0,0
1305_1305_xxx,Town,0,0,0,0
1306_1306_xxx,Metropolitan,965.38,965.38,932.84,932.84
1306_1306_xxx,Rural,0,0,0,0
1306_1306_xxx,Town,0,0,0,0
1307_1307_xxx,Metropolitan,1575.7,1575.7,1608.23,1608.23
1307_1307_xxx,Rural,0,0,0,0
1307_1307_xxx,Town,0,0,0,0
1308_1308_xxx,Metropolitan,700,700,700,700
1308_1308_xxx,Rural,0,0,0,0
1308_1308_xxx,Town,0,0,0,0
1309_1309_xxx,Metropolitan,1019.2,1019.2,1019.2,1019.2
1309_1309_xxx,Rural,0,0,0,0
1309_1309_xxx,Town,0,0,0,0
131_131_xxx,Metropolitan,172.9709032,172.9709032,700,700
131_131_xxx,Rural,0,0,0,0
131_131_xxx,Town,0,0,0,0
1310_1310_xxx,Metropolitan,2912.23,2912.23,2912.23,2912.23
1310_1310_xxx,Rural,0,0,0,0
1310_1310_xxx,Town,0,0,0,0
1311_1311_xxx,Metropolitan,700,700,700,700
1311_1311_xxx,Rural,0,0,0,0
1311_1311_xxx,Town,0,0,0,0
1312_1312_xxx,Metropolitan,1118.12,1118.12,1118.12,1118.12
1312_1312_xxx,Rural,0,0,0,0
1312_1312_xxx,Town,0,0,0,0
1313_1313_xxx,Metropolitan,335.76,335.76,335.76,335.76
1313_1313_xxx,Rural,0,0,0,0
1313_1313_xxx,Town,0,0,0,0
1314_1314_xxx,Metropolitan,700,700,700,700
1314_1314_xxx,Rural,0,0,0,0
1314_1314_xxx,Town,0,0,0,0
1315_1315_xxx,Metropolitan,54.4,54.4,54.4,54.4
1315_1315_xxx,Rural,0,0,0,0
1315_1315_xxx,Town,0,0,0,0
1316_1316_xxx,Metropolitan,6187.94,6187.94,6187.94,6187.94
1316_1316_xxx,Rural,0,0,0,0
1316_1316_xxx,Town,0,0,0,0
1317_1317_xxx,Metropolitan,700,700,700,700
1317_1317_xxx,Rural,0,0,0,0
1317_1317_xxx,Town,0,0,0,0
1318_1318_xxx,Metropolitan,2267.132995,2267.132995,5222.93,5222.93
1318_1318_xxx,Rural,0,0,0,0
1318_1318_xxx,Town,0,0,0,0
1319_1319_xxx,Metropolitan,3882.711806,3882.711806,926.92,926.92
1319_1319_xxx,Rural,0,0,0,0
1319_1319_xxx,Town,0,0,0,0
132_132_xxx,Metropolitan,700,700,700,700
132_132_xxx,Rural,0,0,0,0
132_132_xxx,Town,0,0,0,0
1320_1320_xxx,Metropolitan,700,700,700,700
1320_1320_xxx,Rural,0,0,0,0
1320_1320_xxx,Town,0,0,0,0
1321_1321_xxx,Metropolitan,637.29,637.29,649.57,649.57
1321_1321_xxx,Rural,0,0,0,0
1321_1321_xxx,Town,0,0,0,0
1322_1322_xxx,Metropolitan,45.93,45.93,33.66,33.66
1322_1322_xxx,Rural,0,0,0,0
1322_1322_xxx,Town,0,0,0,0
1323_1323_xxx,Metropolitan,700,700,700,700
1323_1323_xxx,Rural,0,0,0,0
1323_1323_xxx,Town,0,0,0,0
1324_1324_xxx,Metropolitan,496.78,496.78,1006.37,1006.37
1324_1324_xxx,Rural,0,0,0,0
1324_1324_xxx,Town,0,0,0,0
1325_1325_xxx,Metropolitan,3281.03,3281.03,2771.44,2771.44
1325_1325_xxx,Rural,0,0,0,0
1325_1325_xxx,Town,0,0,0,0
1326_1326_xxx,Metropolitan,700,700,700,700
1326_1326_xxx,Rural,0,0,0,0
1326_1326_xxx,Town,0,0,0,0
1327_1327_xxx,Metropolitan,1094.393903,1094.393903,1440.818532,1440.818532
1327_1327_xxx,Rural,0,0,0,0
1327_1327_xxx,Town,0,0,0,0
1328_1328_xxx,Metropolitan,941.724623,941.724623,595.2999934,595.2999934
1328_1328_xxx,Rural,0,0,0,0
1328_1328_xxx,Town,0,0,0,0
1329_1329_xxx,Metropolitan,700,700,700,700
1329_1329_xxx,Rural,0,0,0,0
1329_1329_xxx,Town,0,0,0,0
133_133_xxx,Metropolitan,700,700,1624.47,1624.47
133_133_xxx,Rural,0,0,0,0
133_133_xxx,Town,0,0,0,0
1330_1330_xxx,Metropolitan,869.6,869.6,869.6,869.6
1330_1330_xxx,Rural,0,0,0,0
1330_1330_xxx,Town,0,0,0,0
1331_1331_xxx,Metropolitan,700,700,700,700
1331_1331_xxx,Rural,0,0,0,0
1331_1331_xxx,Town,0,0,0,0
1332_1332_xxx,Metropolitan,700,700,700,700
1332_1332_xxx,Rural,0,0,0,0
1332_1332_xxx,Town,0,0,0,0
1333_1333_xxx,Metropolitan,859.56,859.56,859.56,859.56
1333_1333_xxx,Rural,0,0,0,0
1333_1333_xxx,Town,0,0,0,0
1334_1334_xxx,Metropolitan,700,700,700,700
1334_1334_xxx,Rural,0,0,0,0
1334_1334_xxx,Town,0,0,0,0
1335_1335_xxx,Metropolitan,700,700,700,700
1335_1335_xxx,Rural,0,0,0,0
1335_1335_xxx,Town,0,0,0,0
1336_1336_xxx,Metropolitan,921.63,921.63,1324.95,1324.95
1336_1336_xxx,Rural,0,0,0,0
1336_1336_xxx,Town,0,0,0,0
1337_1337_xxx,Metropolitan,403.32,403.32,700,700
1337_1337_xxx,Rural,0,0,0,0
1337_1337_xxx,Town,0,0,0,0
1338_1338_xxx,Metropolitan,700,700,700,700
1338_1338_xxx,Rural,0,0,0,0
1338_1338_xxx,Town,0,0,0,0
1339_1339_xxx,Metropolitan,640.79,640.79,640.79,640.79
1339_1339_xxx,Rural,0,0,0,0
1339_1339_xxx,Town,0,0,0,0
134_134_xxx,Metropolitan,8021.8,8021.8,6397.34,6397.34
134_134_xxx,Rural,0,0,0,0
134_134_xxx,Town,0,0,0,0
1340_1340_xxx,Metropolitan,700,700,700,700
1340_1340_xxx,Rural,0,0,0,0
1340_1340_xxx,Town,0,0,0,0
1341_1341_xxx,Metropolitan,700,700,700,700
