District,TotHh,TotHhPop,GroupPop,HhPerCapInc
13135050536,1697,5466,0,17042.78
13135050537,2068,5171,0,15222.4
13135050538,2528,7908,0,31820.33
13135050539,1872,5367,0,23214.26
13135050540,2819,7179,0,21207.96
13135050541,2243,5286,0,22145.55
13135050542,2513,5566,0,16977.31
13135050543,2111,6091,0,26058.12
13135050544,3798,11600,0,25790.42
13135050545,4441,13013,0,29811.74
13135050546,5446,15451,0,22926.81
13135050547,2433,7253,0,28708.88
13135050548,3029,9007,0,22779.78
13135050549,1880,6051,0,28413.91
13135050605,5096,14455,0,29567.87
13135050606,7475,20790,0,29431.46
13135050607,4790,13923,0,29884.98
13135050608,6498,18578,0,27336.62
13135050609,3935,11095,0,51311.78
13135050610,5293,15438,0,31848.83
13135050709,4554,12960,0,27290.17
13135050712,2589,7970,0,32689.2
13135050713,2378,7954,0,32752.87
13135050714,1971,5740,0,31497.53
13135050715,2122,6250,0,28489.04
13135050718,3021,9018,0,33080.23
13135050719,2361,6422,0,20474.87
13135050720,2970,8491,0,24701.13
13135050721,3423,9902,0,24020.55
13135050722,1102,3284,0,27094.36
13135050723,2533,8020,0,31000.11
13135050724,5763,16096,0,30984.23
13135050725,1985,6064,0,26541.79
13135050726,3467,9974,0,28936.55
13135050727,3629,10571,0,29256.68
13135050728,5057,15157,0,30549.5
13135050729,1316,3477,0,24663.91
13135050730,2431,7509,0,25725.36
13135050731,3674,10058,0,28446.12
13139000101,2071,5479,0,23291.82
13139000102,1593,4158,0,23040.65
13139000201,2448,6529,0,25101.87
13139000203,1572,4207,0,26090.48
13139000204,1952,5363,0,29125.81
13139000302,2924,8178,0,25722.48
13139000303,1172,3050,0,27992.05
13139000304,1473,3950,0,21484.01
13139000305,1786,4755,0,24305.93
13139000400,2823,7239,0,32012.84
13139000500,2995,8267,0,28841.49
13139000600,2389,5613,0,22295.24
13139000701,1919,6313,0,14517.28
13139000702,1532,4808,0,20081.76
13139000800,1264,3498,0,13405.52
13139000900,2530,5493,0,32588.07
13139001002,2257,6758,0,25681.3
13139001003,2199,6784,0,18711.32
13139001004,1349,2910,0,25425
13139001101,1308,5683,0,8572.104
13139001102,1119,4495,0,14097.27
13139001201,2605,8691,0,14853.21
13139001202,1719,5462,0,17900.03
13139001301,2205,5766,0,26548.86
13139001302,2023,5715,0,25420.14
13139001402,2050,5468,0,31096.61
13139001403,1672,4429,0,24553.41
13139001404,2022,5571,0,21760.19
13139001501,1820,4575,0,32331.8
13139001502,1821,4605,0,36138.34
13139001603,2259,6871,0,24848.25
13139001604,2050,5933,0,26467.53
13139001605,1648,4660,0,24020.62
13139001606,1462,3810,0,20553.4
13139001607,2076,5166,0,25709.98
13139001608,1892,5310,0,29949.3
13151070104,4948,13282,0,29855.4
13151070106,2262,6322,0,25604.03
13151070107,3155,9341,0,27635.19
13151070108,1937,5452,0,21465.3
13151070109,1396,4154,0,26826.23
13151070110,3015,8528,0,25305.78
13151070111,3303,8685,0,22672.47
13151070113,1576,4152,0,22283.78
13151070114,2250,5228,0,33372.9
13151070202,3972,11556,0,28067.4
13151070203,5345,14954,0,29454.26
13151070204,1713,5052,0,27840.21
13151070205,3727,9671,0,30124.64
13151070304,4673,11271,0,16479.78
13151070305,3120,8776,0,32683.1
13151070306,3456,9736,0,24850.99
13151070307,1746,4229,0,28408.36
13151070309,2562,7146,0,29674.93
13151070310,2167,6397,0,26031.81
13151070311,4182,10901,0,20485.54
13151070402,4287,12180,0,23970.44
13151070403,3603,10584,0,24974.65
13151070404,2580,7295,0,24902.94
13151070501,2863,7464,0,22243.65
13151070502,5252,15325,0,23581.06
13217100100,4719,12684,0,27625.75
13217100201,2402,6655,0,23762.78
13217100202,2566,6954,0,28209.33
13217100300,3573,9103,0,14982.65
13217100400,1392,3538,0,14812.31
13217100501,5087,13151,0,24645.72
13217100502,2948,7642,0,23357.95
13217100600,2307,6401,0,20847.38
13217100700,2223,6026,0,18046.78
13217100800,3832,10488,0,22160.63
13217100901,3788,10393,0,22842.48
13217100902,2005,5572,0,24756.87
13217100903,2501,6521,0,27758.11
13223120101,4093,11463,0,28252.69
13223120102,3592,10067,0,25299.97
13223120103,2957,8189,0,26890.23
13223120104,1162,3190,0,22175.77
13223120202,2725,7635,0,25902.33
13223120203,2188,6210,0,25199.64
13223120204,2590,7219,0,23226.97
13223120301,2384,6184,0,21140.25
13223120302,5726,14305,0,19299.02
13223120303,811,2181,0,27700.14
13223120400,6483,16936,0,22361.07
13223120501,2326,6617,0,23240.45
13223120502,3432,9991,0,22583.54
13223120503,1869,5433,0,22201.45
13223120601,1815,5382,0,25406.05
13223120602,3415,9976,0,24975.93
13223120603,2465,6751,0,21872.88
13223120604,1790,5107,0,27976.63
13223120605,2034,5793,0,23100.93
13247060101,1362,3838,0,21829.66
13247060102,2119,5725,0,23726.62
13247060201,1455,4114,0,24306.25
13247060202,3835,10562,0,29023.48
13247060304,2412,6096,0,22605.89
13247060305,1894,4778,0,14889.29
13247060306,1068,2889,0,19417.07
13247060307,3862,10820,0,33794.2
13247060308,2736,6893,0,22398.7
13247060309,2063,5696,0,17982.19
13247060403,1419,3995,0,34798.96
13247060404,2097,6039,0,27437.04
13247060405,2559,7488,0,29041.38
13247060406,2013,5923,0,29343.81
13247060407,1270,3662,0,30996.11
13255160100,2193,5952,0,19477.46
13255160200,2475,6776,0,22769.88
13255160300,1305,3615,0,15648.71
13255160400,2165,5782,0,14602.83
13255160500,2643,6822,0,26292.48
13255160600,1648,4295,0,26411.71
13255160700,2572,6464,0,20037.05
13255160800,1596,4225,0,13499.68
13255160900,1011,2644,0,13227.87
13255161000,2237,5887,0,22221.98
13255161100,1722,3976,0,31019.01
13255161200,3511,8707,0,22851.84
13297110100,3095,8566,0,26905.56
13297110200,1744,4655,0,22810.96
13297110300,2763,7036,0,19642.19
13297110400,2299,6154,0,14411.69
13297110503,1128,3156,0,22637.17
13297110504,1814,5061,0,22459.72
13297110505,1358,4003,0,21768.01
13297110506,1903,5322,0,26137.33
13297110507,2468,7111,0,23037.91
13297110508,1812,5034,0,25832.23
13297110601,1885,5426,0,25368.4
13297110602,1965,5516,0,22604.28
13297110603,1830,5123,0,21933.14
13297110700,2932,7346,0,21796.31
13297110800,2522,6919,0,19823.38
