District,2005,2010,2038,2050
1_1_xxx,NA,NA,NA,NA
2_2_xxx,NA,NA,NA,NA
3_3_xxx,NA,NA,NA,NA
4_4_xxx,NA,NA,NA,NA
5_5_xxx,NA,NA,NA,NA
6_6_xxx,NA,NA,NA,NA
7_7_xxx,NA,NA,NA,NA
8_8_xxx,NA,NA,NA,NA
9_9_xxx,NA,NA,2382,2382
10_10_xxx,NA,NA,NA,NA
11_11_xxx,NA,NA,NA,NA
12_12_xxx,NA,1848,594,594
13_13_xxx,NA,NA,NA,NA
14_14_xxx,NA,NA,NA,NA
15_15_xxx,NA,NA,NA,NA
16_16_xxx,NA,NA,NA,NA
17_17_xxx,NA,NA,NA,NA
18_18_xxx,NA,NA,NA,NA
19_19_xxx,NA,NA,2674,2674
20_20_xxx,NA,NA,NA,NA
21_21_xxx,NA,NA,NA,NA
22_22_xxx,NA,NA,NA,NA
23_23_xxx,NA,NA,NA,NA
24_24_xxx,NA,NA,NA,NA
25_25_xxx,NA,NA,NA,NA
26_26_xxx,NA,NA,NA,NA
27_27_xxx,NA,NA,NA,NA
28_28_xxx,NA,NA,NA,NA
29_29_xxx,NA,NA,NA,NA
30_30_xxx,NA,NA,NA,NA
31_31_xxx,NA,NA,3288,3288
32_32_xxx,NA,NA,NA,NA
33_33_xxx,NA,NA,NA,NA
34_34_xxx,NA,NA,NA,NA
35_35_xxx,NA,NA,NA,NA
36_36_xxx,NA,NA,2595,2595
37_37_xxx,NA,NA,NA,NA
38_38_xxx,NA,NA,NA,NA
39_39_xxx,NA,NA,NA,NA
40_40_xxx,NA,NA,NA,NA
41_41_xxx,NA,NA,NA,NA
42_42_xxx,NA,NA,NA,NA
43_43_xxx,NA,NA,NA,NA
44_44_xxx,NA,NA,NA,NA
45_45_xxx,NA,NA,NA,NA
46_46_xxx,NA,NA,NA,NA
47_47_xxx,NA,NA,NA,NA
48_48_xxx,NA,NA,2382,2382
49_49_xxx,NA,NA,NA,NA
50_50_xxx,NA,NA,NA,NA
51_51_xxx,NA,1848,594,594
52_52_xxx,NA,NA,NA,NA
53_53_xxx,NA,NA,NA,NA
54_54_xxx,NA,NA,NA,NA
55_55_xxx,NA,NA,NA,NA
56_56_xxx,NA,NA,NA,NA
57_57_xxx,NA,NA,NA,NA
58_58_xxx,NA,NA,2674,2674
59_59_xxx,NA,NA,NA,NA
60_60_xxx,NA,NA,NA,NA
61_61_xxx,NA,NA,NA,NA
62_62_xxx,NA,NA,NA,NA
63_63_xxx,NA,NA,NA,NA
64_64_xxx,NA,NA,NA,NA
65_65_xxx,NA,NA,NA,NA
66_66_xxx,NA,NA,NA,NA
67_67_xxx,NA,NA,NA,NA
68_68_xxx,NA,NA,NA,NA
69_69_xxx,NA,NA,NA,NA
70_70_xxx,NA,NA,3288,3288
71_71_xxx,NA,NA,NA,NA
72_72_xxx,NA,NA,NA,NA
73_73_xxx,NA,NA,NA,NA
74_74_xxx,NA,NA,NA,NA
75_75_xxx,NA,NA,2595,2595
76_76_xxx,NA,NA,NA,NA
77_77_xxx,NA,NA,NA,NA
78_78_xxx,NA,NA,NA,NA
79_79_xxx,NA,NA,NA,NA
80_80_xxx,NA,NA,NA,NA
81_81_xxx,NA,NA,NA,NA
82_82_xxx,NA,NA,NA,NA
83_83_xxx,NA,NA,NA,NA
84_84_xxx,NA,NA,NA,NA
85_85_xxx,NA,NA,NA,NA
86_86_xxx,NA,NA,NA,NA
87_87_xxx,NA,NA,2382,2382
88_88_xxx,NA,NA,NA,NA
89_89_xxx,NA,NA,NA,NA
90_90_xxx,NA,1848,594,594
91_91_xxx,NA,NA,NA,NA
92_92_xxx,NA,NA,NA,NA
93_93_xxx,NA,NA,NA,NA
94_94_xxx,NA,NA,NA,NA
95_95_xxx,NA,NA,NA,NA
96_96_xxx,NA,NA,NA,NA
97_97_xxx,NA,NA,2674,2674
98_98_xxx,NA,NA,NA,NA
99_99_xxx,NA,NA,NA,NA
100_100_xxx,NA,NA,NA,NA
101_101_xxx,NA,NA,NA,NA
102_102_xxx,NA,NA,NA,NA
103_103_xxx,NA,NA,NA,NA
104_104_xxx,NA,NA,NA,NA
105_105_xxx,NA,NA,NA,NA
106_106_xxx,NA,NA,NA,NA
107_107_xxx,NA,NA,NA,NA
108_108_xxx,NA,NA,NA,NA
109_109_xxx,NA,NA,3288,3288
110_110_xxx,NA,NA,NA,NA
111_111_xxx,NA,NA,NA,NA
112_112_xxx,NA,NA,NA,NA
113_113_xxx,NA,NA,NA,NA
114_114_xxx,NA,NA,2595,2595
115_115_xxx,NA,NA,NA,NA
116_116_xxx,NA,NA,NA,NA
117_117_xxx,NA,NA,NA,NA
118_118_xxx,NA,NA,NA,NA
119_119_xxx,NA,NA,NA,NA
120_120_xxx,NA,NA,NA,NA
121_121_xxx,NA,NA,NA,NA
122_122_xxx,NA,NA,NA,NA
123_123_xxx,NA,NA,NA,NA
124_124_xxx,NA,NA,NA,NA
125_125_xxx,NA,NA,NA,NA
126_126_xxx,NA,NA,2382,2382
127_127_xxx,NA,NA,NA,NA
128_128_xxx,NA,NA,NA,NA
