District,OwnRatio-2005,OwnRatio-2010,OwnRatio-2038,OwnRatio-2050,Threshold-2005,Threshold-2010,Threshold-2038,Threshold-2050,PropSuitable-2005,PropSuitable-2010,PropSuitable-2038,PropSuitable-2050
2684_2684_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2685_2685_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2686_2686_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2687_2687_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2688_2688_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2689_2689_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2690_2690_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2691_2691_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2692_2692_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2693_2693_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2694_2694_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2695_2695_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2696_2696_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2697_2697_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2698_2698_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2699_2699_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2700_2700_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2701_2701_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2702_2702_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2703_2703_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2704_2704_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2705_2705_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2706_2706_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2707_2707_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2708_2708_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2709_2709_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2710_2710_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2711_2711_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2712_2712_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2713_2713_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2714_2714_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2715_2715_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2716_2716_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2717_2717_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2718_2718_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2719_2719_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2720_2720_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2721_2721_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2722_2722_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2723_2723_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2724_2724_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2725_2725_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2726_2726_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2727_2727_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2728_2728_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2729_2729_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2730_2730_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2731_2731_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2732_2732_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2733_2733_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2734_2734_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2735_2735_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2736_2736_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2737_2737_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2738_2738_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2739_2739_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2740_2740_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2741_2741_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2742_2742_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2743_2743_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2744_2744_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2745_2745_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2746_2746_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2747_2747_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2748_2748_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2749_2749_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2750_2750_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2751_2751_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2752_2752_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2753_2753_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2754_2754_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2755_2755_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2756_2756_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2757_2757_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2758_2758_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2759_2759_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2760_2760_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2761_2761_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2762_2762_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2763_2763_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2764_2764_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2765_2765_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2766_2766_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2767_2767_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2768_2768_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2769_2769_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2770_2770_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2771_2771_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2772_2772_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2773_2773_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2774_2774_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2775_2775_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2776_2776_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2777_2777_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2778_2778_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2779_2779_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2780_2780_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2781_2781_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2782_2782_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2783_2783_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2784_2784_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2785_2785_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2786_2786_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2787_2787_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2788_2788_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2789_2789_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2790_2790_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2791_2791_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2792_2792_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2793_2793_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2794_2794_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2795_2795_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2796_2796_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2797_2797_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2798_2798_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2799_2799_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2800_2800_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2801_2801_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2802_2802_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2803_2803_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2804_2804_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2805_2805_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2806_2806_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2807_2807_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2808_2808_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2809_2809_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2810_2810_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2811_2811_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2812_2812_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2813_2813_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2814_2814_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2815_2815_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2816_2816_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2817_2817_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2818_2818_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2819_2819_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2820_2820_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2821_2821_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2822_2822_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2823_2823_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2824_2824_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2825_2825_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2826_2826_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2827_2827_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2828_2828_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2829_2829_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2830_2830_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2831_2831_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2832_2832_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2833_2833_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2834_2834_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2835_2835_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2836_2836_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2837_2837_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2838_2838_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2839_2839_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2840_2840_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2841_2841_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2842_2842_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2843_2843_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2844_2844_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2845_2845_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2846_2846_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2847_2847_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2848_2848_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2849_2849_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2850_2850_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2851_2851_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2852_2852_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2853_2853_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2854_2854_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2855_2855_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2856_2856_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2857_2857_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2858_2858_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2859_2859_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2860_2860_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2861_2861_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2862_2862_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2863_2863_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2864_2864_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2865_2865_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2866_2866_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2867_2867_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2868_2868_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2869_2869_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2870_2870_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2871_2871_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2872_2872_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2873_2873_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2874_2874_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2875_2875_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2876_2876_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2877_2877_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2878_2878_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2879_2879_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2880_2880_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2881_2881_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2882_2882_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2883_2883_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2884_2884_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2885_2885_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2886_2886_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2887_2887_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2888_2888_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2889_2889_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2890_2890_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2891_2891_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2892_2892_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2893_2893_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2894_2894_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2895_2895_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2896_2896_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2897_2897_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2898_2898_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2899_2899_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2900_2900_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2901_2901_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2902_2902_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2903_2903_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2904_2904_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2905_2905_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2906_2906_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2907_2907_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2908_2908_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2909_2909_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2910_2910_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2911_2911_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2912_2912_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2913_2913_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2914_2914_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2915_2915_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2916_2916_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2917_2917_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2918_2918_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2919_2919_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2920_2920_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2921_2921_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2922_2922_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2923_2923_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2924_2924_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2925_2925_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2926_2926_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2927_2927_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2928_2928_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2929_2929_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2930_2930_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2931_2931_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2932_2932_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2933_2933_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2934_2934_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2935_2935_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2936_2936_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2937_2937_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2938_2938_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2939_2939_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2940_2940_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2941_2941_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2942_2942_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2943_2943_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2944_2944_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2945_2945_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2946_2946_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2947_2947_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2948_2948_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2949_2949_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2950_2950_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2951_2951_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2952_2952_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2953_2953_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2954_2954_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2955_2955_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2956_2956_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2957_2957_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2958_2958_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2959_2959_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2960_2960_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2961_2961_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2962_2962_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2963_2963_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2964_2964_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2965_2965_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2966_2966_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2967_2967_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2968_2968_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2969_2969_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2970_2970_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2971_2971_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2972_2972_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2973_2973_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2974_2974_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2975_2975_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2976_2976_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2977_2977_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2978_2978_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2979_2979_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2980_2980_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2981_2981_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2982_2982_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2983_2983_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2984_2984_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2985_2985_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2986_2986_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2987_2987_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2988_2988_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2989_2989_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2990_2990_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2991_2991_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2992_2992_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2993_2993_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2994_2994_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2995_2995_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2996_2996_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2997_2997_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2998_2998_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
2999_2999_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3000_3000_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3001_3001_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3002_3002_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3003_3003_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3004_3004_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3005_3005_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3006_3006_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3007_3007_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3008_3008_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3009_3009_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3010_3010_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3011_3011_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3012_3012_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
3013_3013_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
